no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50,feature-51,feature-52,feature-53,feature-54,feature-55,feature-56,feature-57,feature-58,feature-59,feature-60,feature-61,feature-62,feature-63,feature-64,feature-65,feature-66,feature-67,feature-68,feature-69,feature-70,feature-71,feature-72,feature-73,feature-74,feature-75,feature-76,feature-77,feature-78,feature-79,feature-80,feature-81,feature-82,feature-83,feature-84,feature-85,feature-86,feature-87,feature-88,feature-89,feature-90,feature-91,feature-92,feature-93,feature-94,feature-95,feature-96,feature-97,feature-98,feature-99,feature-100,feature-101,feature-102,feature-103,feature-104,feature-105,feature-106,feature-107,feature-108,feature-109,feature-110,feature-111,feature-112,feature-113,feature-114,feature-115,feature-116,feature-117,feature-118,feature-119,feature-120,feature-121,feature-122,feature-123,feature-124,feature-125,feature-126,feature-127,feature-128
1,3,0.033102523535490036,-0.15869319438934326,-0.0478435680270195,0.2759588658809662,0.2424245923757553,0.07612316310405731,0.012908970937132835,0.04145647957921028,0.13938996195793152,0.046781811863183975,-0.1092962995171547,-0.048994190990924835,0.24990853667259216,0.06031036376953125,-0.10793162137269974,-0.051596496254205704,-0.21418043971061707,0.0025048544630408287,0.10050839185714722,0.12686318159103394,-0.07279393821954727,0.0014231158420443535,-0.14643807709217072,-0.14458613097667694,0.08876001834869385,-0.029382850974798203,0.0579170361161232,-0.06516003608703613,0.020849959924817085,-0.08330901712179184,0.07079143822193146,0.03340386971831322,-0.0757177397608757,-0.022035805508494377,-0.18019413948059082,0.0356709323823452,-0.03588659688830376,-0.1503801941871643,-0.021860802546143532,0.062015775591135025,-0.05318811163306236,-0.052705615758895874,0.08853121846914291,0.04476681724190712,0.07767210155725479,0.16600489616394043,-0.05874914675951004,-0.09304355829954147,0.15218585729599,-0.05534669756889343,0.10083101689815521,-0.09836605191230774,0.016701286658644676,0.006973288953304291,-0.08494358509778976,-0.09534288942813873,-0.05253734439611435,-0.03565090149641037,-0.023417284712195396,0.13425296545028687,-0.03901368007063866,0.07424908131361008,0.04324010759592056,0.0933149978518486,-0.09163684397935867,-0.05505544692277908,-0.04833299294114113,0.09494546055793762,0.1097489595413208,0.21383681893348694,0.0753272995352745,-0.006754543632268906,0.0055069695226848125,-0.21124407649040222,0.04254767298698425,-0.022605158388614655,-0.06345777213573456,-0.15505412220954895,0.1681593656539917,-0.12230758368968964,-0.0631856769323349,0.10358531773090363,0.07820876687765121,0.01739027351140976,-0.007473737001419067,0.1297815591096878,0.06486691534519196,-0.006476903334259987,0.2027103304862976,0.06072641536593437,0.10407937318086624,-0.09059592336416245,0.09790068864822388,0.008279750123620033,-5.782333573733922e-06,0.10423426330089569,-0.060852475464344025,-0.2237001210451126,0.046500302851200104,0.09285237640142441,0.009701251983642578,-0.020207323133945465,-0.16451020538806915,-0.038068387657403946,-0.02733735367655754,0.013342337682843208,0.03989056497812271,0.16675160825252533,-0.04330216348171234,-0.11423356831073761,0.18732362985610962,-0.009500048123300076,0.09074641019105911,-0.11747011542320251,-0.01733824424445629,-0.020705660805106163,-0.03866947069764137,-0.06619332730770111,0.0994192510843277,0.1246398314833641,0.06887608021497726,0.04871068894863129,-0.07926855236291885,-0.15892808139324188,0.12816226482391357,-0.16483643651008606,0.035186126828193665,-0.0845174714922905
2,3,-0.004333148710429668,-0.1545805037021637,-0.0779547318816185,0.2308887094259262,0.04741879552602768,0.17419643700122833,0.06369048357009888,0.06993478536605835,0.07713211327791214,0.05839899554848671,-0.06435509771108627,-0.07732947170734406,0.21108664572238922,0.022402063012123108,-0.03982877358794212,-0.16768011450767517,-0.1739392727613449,-0.045356448739767075,0.09569662809371948,0.09246687591075897,-0.08936581760644913,0.05643758550286293,-0.057971157133579254,-0.09485295414924622,0.006697519216686487,0.13472096621990204,0.02523709647357464,-0.0038584729190915823,-0.007575188763439655,-0.028843823820352554,0.031221412122249603,-0.042168937623500824,0.006671345792710781,-0.012282737530767918,-0.15682123601436615,-0.01851106435060501,-0.007915753871202469,-0.18774159252643585,0.01729409024119377,0.0846160277724266,-0.017938164994120598,-0.0032352767884731293,0.017134232446551323,0.03281585872173309,0.008346302434802055,0.07975860685110092,-0.16385062038898468,0.01209268905222416,0.00035219185519963503,-0.10413816571235657,0.013629499822854996,-0.15928244590759277,0.12508442997932434,0.03019300475716591,-0.0015085813356563449,-0.12059224396944046,-0.13999423384666443,-0.062019381672143936,0.03942364826798439,0.12609535455703735,-0.11556532979011536,0.06731854379177094,0.12205478549003601,0.08817068487405777,-0.04759299010038376,-0.010531861335039139,0.022448813542723656,0.09325321018695831,0.12376656383275986,0.18310920894145966,0.08411069214344025,-0.07349491864442825,-0.02392834983766079,-0.15763640403747559,0.06170002743601799,-0.06961442530155182,-0.033179011195898056,-0.0730908066034317,0.18272630870342255,-0.03884001076221466,0.0017500430112704635,0.09602270275354385,0.0853983610868454,-0.03312245383858681,-0.11084593087434769,-0.017317984253168106,0.07207013666629791,0.03023080714046955,0.11468343436717987,0.05948738753795624,0.03514588996767998,-0.03924388810992241,-0.05573751777410507,-0.07048119604587555,-0.012367620132863522,0.07519698888063431,-0.11288700997829437,-0.16335150599479675,0.005601746495813131,0.167949840426445,-0.09264321625232697,-0.02510521002113819,-0.17269916832447052,-0.12914921343326569,-0.06765399873256683,0.019812103360891342,0.07055588066577911,0.2042808085680008,0.228366419672966,-0.16017664968967438,0.17761670053005219,0.011659622192382812,0.041927505284547806,-0.09751146286725998,-0.10509026795625687,-0.07493351399898529,0.06336603313684464,-0.05984281003475189,0.03177852928638458,0.11608567088842392,0.015078461728990078,0.041955579072237015,-0.10667656362056732,-0.07733777910470963,0.08575849235057831,-0.1077624037861824,-0.04023543372750282,0.0003247576532885432
3,3,0.03470992296934128,0.005262528080493212,-0.12572798132896423,0.25081923604011536,0.2911367118358612,0.012205368839204311,-0.0991121307015419,0.08082149177789688,0.13550306856632233,0.08981479704380035,-0.04374868422746658,-0.08242776989936829,0.16928811371326447,0.16457843780517578,-0.18631231784820557,-0.14720170199871063,-0.2526687681674957,0.08802793174982071,0.14556105434894562,0.18784601986408234,-0.041893698275089264,-0.03730400279164314,-0.11412754654884338,-0.16914434731006622,-0.03872457146644592,0.10784304887056351,0.15527278184890747,0.00779934274032712,0.021762823686003685,-0.09286462515592575,0.016176840290427208,0.009246096014976501,-0.11042924970388412,0.03745104745030403,-0.13469639420509338,-0.0009410730563104153,-0.0678417980670929,-0.20713397860527039,-0.019029879942536354,-0.04419008269906044,-0.02107984386384487,-0.04053425043821335,0.11122230440378189,-0.004070315044373274,0.04736047610640526,0.010621031746268272,-0.12791003286838531,-0.0961339920759201,0.00926271639764309,-0.014455419965088367,-0.0021457532420754433,-0.12785141170024872,-0.026141652837395668,-0.005898684728890657,-0.19842250645160675,-0.09573298692703247,-0.11900871247053146,-0.11273311078548431,0.016254514455795288,0.23210063576698303,0.13845419883728027,0.07578769326210022,0.06867360323667526,0.07948992401361465,-0.02051512897014618,0.019965659826993942,-0.09674835950136185,0.12856195867061615,0.09217987209558487,0.2414374202489853,0.16081762313842773,0.12747913599014282,-0.11091494560241699,-0.19541871547698975,-0.011992729268968105,0.06140899285674095,0.05171339586377144,-0.12101101875305176,0.18668188154697418,-0.03173233941197395,-0.00929232593625784,0.13966646790504456,0.1862727701663971,0.09586407989263535,-0.06872030347585678,0.11719998717308044,0.04078067094087601,0.023427767679095268,0.23443910479545593,0.09896289557218552,0.047907754778862,-0.10017301887273788,0.029144274070858955,0.008478729985654354,-0.06033753231167793,0.0791986733675003,-0.08924981951713562,-0.15188859403133392,-0.02363804168999195,0.11235789954662323,0.07246897369623184,-0.08308380842208862,-0.1677977740764618,0.028872190043330193,-0.03044859506189823,0.00014938776439521462,-0.057491373270750046,0.12833024561405182,0.09646429866552353,-0.08029768615961075,0.14951570332050323,0.17165037989616394,0.1593974232673645,-0.10579217225313187,-0.1526351124048233,-0.04810616001486778,-0.008787901140749454,-0.01669870875775814,0.11867615580558777,0.09529031813144684,0.06012018397450447,0.10758327692747116,-0.02070869877934456,-0.22769016027450562,0.0854145884513855,-0.1730208396911621,-0.0511639267206192,0.01023267675191164
4,3,-0.005438163876533508,0.09998571872711182,-0.10165996104478836,0.1848711371421814,0.2834491729736328,-0.0010682084830477834,-0.012393924407660961,0.0359230674803257,0.19517070055007935,-0.06789905577898026,-0.09699931740760803,-0.02513224445283413,0.05703208968043327,0.10878929495811462,-0.15661212801933289,-0.09391984343528748,-0.24694795906543732,0.05564054101705551,-0.023672765120863914,0.20343446731567383,-0.05013866722583771,0.009082461707293987,-0.0331357978284359,-0.10121691972017288,-0.04305865243077278,0.146874338388443,0.1005321741104126,0.08154561370611191,-0.028646880760788918,-0.12638406455516815,0.11567404121160507,0.018596533685922623,-0.08433026075363159,0.015642568469047546,-0.07162317633628845,0.003647393314167857,-0.013301881030201912,-0.13354620337486267,-0.1324002891778946,0.028952542692422867,-0.05284305661916733,-0.0436725839972496,0.08913416415452957,0.04540513828396797,0.17362377047538757,0.013744357042014599,-0.04716767370700836,-0.03212522715330124,0.04958050698041916,-0.038385968655347824,0.04403933510184288,-0.05985761806368828,-0.025767652317881584,0.07770967483520508,-0.12468267977237701,-0.07153552770614624,-0.04378300905227661,-0.07255903631448746,-0.024559900164604187,0.045294489711523056,0.11581725627183914,0.04674485698342323,0.023371685296297073,0.053506504744291306,-0.03502999618649483,-0.09955735504627228,-0.11401588469743729,0.1419825255870819,0.09942055493593216,0.18602871894836426,0.09598977118730545,0.027146192267537117,-0.13488717377185822,-0.19204072654247284,-0.04316531866788864,-0.0033157127909362316,0.023462947458028793,-0.17283125221729279,0.09698005020618439,-0.028576932847499847,-0.020989583805203438,0.02360222488641739,0.13968487083911896,0.08341261744499207,-0.038450680673122406,0.05258838087320328,0.04577606916427612,-0.012647813186049461,0.27806898951530457,0.0959319919347763,0.011388665065169334,-0.10473394393920898,0.06992489099502563,-0.06938720494508743,0.018573984503746033,-0.0040418426506221294,-0.01762385480105877,-0.1929357647895813,-0.022504309192299843,0.11635984480381012,-0.024465961381793022,-0.09155718982219696,0.005167749710381031,0.12010686844587326,-0.11049094051122665,-0.06052391976118088,-0.005572461988776922,0.10504379123449326,-0.006926363334059715,-0.08909692615270615,-0.043259721249341965,0.0287043247371912,0.09594205766916275,0.07497073709964752,-0.03843635693192482,-0.06560645997524261,-0.102116659283638,-0.04101867228746414,0.023274090141057968,0.1281604766845703,0.052448272705078125,0.05743487924337387,-0.033441223204135895,-0.17607086896896362,0.11941441893577576,-0.24796922504901886,-0.0015312114264816046,-0.015203649178147316
5,2,0.0361621156334877,0.011152252554893494,-0.14807885885238647,0.10475289821624756,0.10487050563097,-0.008019634522497654,-0.027503859251737595,0.1510746031999588,0.1348073035478592,0.03612260892987251,0.03719748929142952,-0.09283619374036789,0.13327059149742126,0.09927348792552948,-0.10924022644758224,-0.12597085535526276,-0.13539452850818634,-0.01885334402322769,0.07577801495790482,0.15932445228099823,0.0081672677770257,0.010808664374053478,-0.02765243500471115,-0.1207297146320343,-0.031173616647720337,0.09378105401992798,0.079084113240242,0.05712389573454857,0.010138816200196743,-0.05276520922780037,0.0417892150580883,0.07494287937879562,-0.029915018007159233,-0.029559973627328873,-0.08548129349946976,-0.002095815259963274,-0.06597722321748734,-0.2115398347377777,-0.054812610149383545,-0.03199159353971481,-0.0031467063818126917,0.016068683937191963,-0.006805706303566694,-0.0025085536763072014,0.00456797331571579,-0.03703116253018379,-0.1261608600616455,-0.09345157444477081,-0.0346326045691967,-0.027638813480734825,-0.06347615271806717,-0.16250544786453247,-0.015828516334295273,0.1451922357082367,-0.00892535038292408,-0.02895250730216503,-0.0535673126578331,-0.034912820905447006,-0.014341827481985092,0.13651730120182037,-0.002567572984844446,0.039028044790029526,0.0759163498878479,0.1078067496418953,-0.04766402393579483,0.03661375120282173,0.043621089309453964,0.07388622313737869,0.05955107882618904,0.12033290416002274,0.0821346640586853,0.05593619868159294,-0.1175975501537323,-0.13578066229820251,-0.01924975775182247,-0.016985444352030754,0.052623361349105835,-0.030153954401612282,0.16541868448257446,0.0668400302529335,-0.03714294731616974,0.07601837068796158,0.17675721645355225,0.08712418377399445,0.013514965772628784,0.02485700137913227,0.022165754809975624,0.023065393790602684,0.15064078569412231,0.04541635140776634,0.03489392250776291,0.002640821970999241,-0.03213019296526909,-0.06874001771211624,-0.03701765462756157,0.01581106334924698,-0.0917501226067543,-0.049479421228170395,-0.007221956737339497,0.07167269289493561,-0.03344272822141647,-0.05762598291039467,-0.17077191174030304,0.03987553343176842,-0.03883637487888336,0.01747196912765503,0.07303556054830551,0.11013436317443848,0.165873721241951,-0.09862712025642395,0.11224856227636337,0.1246175765991211,0.2669202983379364,-0.04726367071270943,-0.06378493458032608,-0.12022721022367477,0.08643317967653275,0.0191853828728199,-0.010652814991772175,0.12386666238307953,-0.027111275121569633,0.11025319248437881,-0.008046734146773815,-0.18478135764598846,0.03122604452073574,-0.07925619930028915,-0.09025948494672775,0.03896027430891991
6,3,0.036434356123209,-0.03135615587234497,-0.11714708060026169,0.22930827736854553,0.2749042212963104,-0.022549157962203026,-0.07507633417844772,0.14461049437522888,0.12859348952770233,0.0751400887966156,0.0019798080902546644,-0.08461371064186096,0.16816234588623047,0.1645200103521347,-0.14303727447986603,-0.15125960111618042,-0.2121478021144867,0.058874472975730896,0.14961087703704834,0.1597072333097458,-0.015642601996660233,-0.04775518551468849,-0.06340297311544418,-0.21339352428913116,-0.050355684012174606,0.10584485530853271,0.15611597895622253,0.04904310405254364,0.005309061147272587,-0.0683245062828064,0.02661270648241043,0.027247924357652664,-0.1055128425359726,-0.0005005779676139355,-0.13202087581157684,-0.027581840753555298,-0.021717598661780357,-0.1885867714881897,-0.05340629443526268,-0.07195581495761871,-0.02986588329076767,-0.04467613995075226,0.04313494637608528,-0.021192211657762527,0.012905740179121494,0.03850031644105911,-0.1383487731218338,-0.10627035051584244,0.012016095221042633,-0.014288424514234066,-0.06004137918353081,-0.20476849377155304,-0.013051294721662998,0.028402436524629593,-0.08022209256887436,-0.1450508087873459,-0.11203187704086304,-0.07195190340280533,0.021461302414536476,0.21021613478660583,0.06269499659538269,0.033413954079151154,0.04710252210497856,0.09967090934515,-0.0016881476622074842,0.04796890541911125,-0.051128286868333817,0.1332344263792038,0.0857018530368805,0.20291361212730408,0.16703468561172485,0.06278497725725174,-0.10071634501218796,-0.1724311262369156,0.022170497104525566,0.04993557557463646,0.0688682496547699,-0.07291578501462936,0.15603496134281158,0.016018491238355637,-0.04667011648416519,0.12251872569322586,0.17778675258159637,0.015498346649110317,-0.07933390885591507,0.06820528209209442,0.06003301218152046,0.010560773313045502,0.2223299890756607,0.15411825478076935,0.07236438989639282,-0.08019961416721344,-0.006618581246584654,-0.011876788921654224,-0.048742689192295074,0.07426165044307709,-0.0908568874001503,-0.13316507637500763,0.013610432855784893,0.12472973018884659,-0.011707756668329239,-0.0720665454864502,-0.1490762084722519,-0.041747331619262695,0.0073630898259580135,-0.013996697030961514,-0.012251114472746849,0.11039721220731735,0.09580433368682861,-0.045143987983465195,0.14350047707557678,0.14597263932228088,0.18378446996212006,-0.17502933740615845,-0.09225631505250931,-0.051482368260622025,0.0030122678726911545,-0.05144687741994858,-0.0029282066971063614,0.08991840481758118,-0.06269412487745285,0.03771653398871422,-0.01805279590189457,-0.18828333914279938,0.09475994110107422,-0.12562920153141022,-0.023145945742726326,-0.007543258368968964
7,3,0.07601936906576157,-0.06683454662561417,-0.08424587547779083,0.17715759575366974,0.20744214951992035,0.0017075258074328303,-0.08162876963615417,0.14833393692970276,0.10935462266206741,0.06593826413154602,0.044148147106170654,-0.13218241930007935,0.19014272093772888,0.1083780825138092,-0.15854008495807648,-0.0706445500254631,-0.14815925061702728,-0.016911311075091362,0.20006199181079865,0.1360229104757309,-0.05877217650413513,-0.0458674356341362,-0.09544914215803146,-0.15546481311321259,-0.04857146367430687,0.08232740312814713,0.1268579065799713,0.04127775877714157,0.008588321506977081,-0.07359471172094345,0.0366128608584404,0.0016261503333225846,-0.09062017500400543,0.02790113165974617,-0.1775665432214737,-0.05870693922042847,-0.07819247990846634,-0.20061364769935608,-0.04400136321783066,-0.06229495629668236,-0.011346902698278427,-0.04009140655398369,-0.023824555799365044,-0.053568411618471146,0.0019101258367300034,0.005004847887903452,-0.11042235046625137,-0.11105121672153473,0.01806926168501377,-0.015035474672913551,-0.05073104798793793,-0.12105163931846619,-0.050934504717588425,0.0441136509180069,-0.06006690487265587,-0.12332798540592194,-0.11661778390407562,-0.07045596837997437,0.01535453274846077,0.16717194020748138,0.05016431212425232,0.06391411274671555,0.049124088138341904,0.15213142335414886,-0.05821235477924347,0.06904203444719315,-0.012390985153615475,0.09628911316394806,0.08652376383543015,0.19336335361003876,0.134873166680336,0.10559443384408951,-0.09341417998075485,-0.13330475986003876,0.031446754932403564,0.04050569608807564,0.007865401916205883,-0.02407478541135788,0.13116972148418427,0.019521962851285934,-0.025649182498455048,0.11659471690654755,0.15364041924476624,0.04554945230484009,-0.040247052907943726,0.0348636768758297,0.006762406323105097,0.05385348200798035,0.16441024839878082,0.11275133490562439,0.07136087864637375,-0.05017673224210739,-0.000668862892780453,0.0062514059245586395,-0.0489911213517189,0.011094284243881702,-0.09164406359195709,-0.09234147518873215,0.03517579659819603,0.08561651408672333,0.04503142088651657,-0.06502200663089752,-0.16206273436546326,-0.04398156329989433,0.07047029584646225,0.01688418537378311,-0.020876234397292137,0.05648813396692276,0.1507672667503357,-0.058678027242422104,0.1656578928232193,0.13149552047252655,0.16504289209842682,-0.16832450032234192,-0.11134330928325653,0.0217375960201025,0.03442935645580292,-0.01873050071299076,0.04710008576512337,0.11449309438467026,-0.01289035752415657,0.0581270307302475,-0.0252300426363945,-0.09081015735864639,0.0804377943277359,-0.099266417324543,-0.019239284098148346,-0.04445920139551163
8,1,0.004878743086010218,-0.1336657702922821,-0.1495966911315918,0.2661362886428833,0.31451618671417236,0.09321600943803787,0.1966622769832611,0.024630121886730194,0.18273523449897766,-0.03851880878210068,-0.16137315332889557,0.03762179985642433,0.25099971890449524,0.03699464350938797,-0.07050173729658127,-0.07672180235385895,-0.14296342432498932,-0.08774462342262268,0.0677926316857338,0.14042094349861145,-0.14200682938098907,0.05344350263476372,-0.14494307339191437,-0.083673857152462,0.1437225490808487,0.0034868931397795677,0.05334559455513954,0.11196006089448929,0.06141786649823189,-0.1240643709897995,0.04389457032084465,-0.06780997663736343,-0.020506147295236588,-0.04893750697374344,-0.1275579035282135,-0.01923239603638649,0.0032135439105331898,-0.18649527430534363,-0.08018296211957932,0.18330399692058563,-0.17315030097961426,-0.1332399994134903,-0.10437972843647003,0.12109572440385818,0.21897996962070465,0.19622115790843964,-0.05374716594815254,0.025694292038679123,0.14691433310508728,-0.13105838000774384,0.01190168596804142,-0.06864077597856522,-0.04192349314689636,0.008565520867705345,-0.16708387434482574,-0.23630733788013458,-0.026796337217092514,-0.09179505705833435,-0.05865171551704407,0.12026370316743851,-0.0680837333202362,0.07167943567037582,0.05060669407248497,0.12839150428771973,-0.08873022347688675,-0.03483990579843521,-0.13829687237739563,0.10915007442235947,0.09933211654424667,0.24334298074245453,0.14621704816818237,-0.08270873129367828,-0.05827808752655983,-0.2890787720680237,0.04605608806014061,-0.10228221863508224,0.05991842970252037,-0.2507752776145935,0.20663262903690338,-0.10450201481580734,-0.10084748268127441,-0.0035215066745877266,0.10106755793094635,0.10839032381772995,-0.12382267415523529,0.03697393462061882,0.1221371591091156,0.04607217386364937,0.25723233819007874,0.039130616933107376,0.12953916192054749,-0.05192982405424118,-0.08106397837400436,-0.012751326896250248,0.05777311697602272,0.11122676730155945,-0.02531694620847702,-0.20040544867515564,0.029727693647146225,0.1807607263326645,-0.1748582273721695,-0.0849490836262703,-0.14800241589546204,-0.23280127346515656,0.02601347491145134,-0.12064748257398605,0.12893708050251007,0.09280206263065338,0.0361831858754158,-0.08261759579181671,0.11241807788610458,-0.05211861431598663,0.025064459070563316,-0.16125057637691498,0.06994090229272842,-0.12707270681858063,-0.0753159150481224,-0.1277306079864502,0.08968354016542435,0.13884057104587555,-0.018006552010774612,-0.05567643418908119,-0.10271875560283661,-0.0999370813369751,0.11809130758047104,-0.12535810470581055,0.12893860042095184,-0.0068875765427947044
9,1,0.05161488428711891,0.05184134468436241,-0.1388682723045349,0.19247925281524658,0.2146686315536499,-0.03692677617073059,-0.14612998068332672,0.10820461064577103,0.15856413543224335,0.06112560257315636,0.03158280625939369,-0.1267627477645874,0.12701596319675446,0.16228123009204865,-0.19246947765350342,-0.14289408922195435,-0.18901269137859344,0.0672115832567215,0.15900349617004395,0.193621426820755,-0.04673345386981964,-0.04374922439455986,-0.09403135627508163,-0.17530657351016998,-0.04939555376768112,0.07147203385829926,0.12257223576307297,0.0013074974995106459,0.03091939352452755,-0.04205711558461189,0.0544564425945282,0.014062979258596897,-0.09410897642374039,0.023466210812330246,-0.1428416222333908,-0.029714809730648994,-0.015481580048799515,-0.19866159558296204,-0.005636461079120636,-0.04024166241288185,-0.035053011029958725,-0.013634924776852131,0.07646232843399048,-0.01931655965745449,0.001941848429851234,0.01067059114575386,-0.09706269204616547,-0.08906222134828568,0.024908268824219704,0.015123257413506508,-0.052578460425138474,-0.1710231602191925,0.010906307026743889,-0.0023113409988582134,-0.17973585426807404,-0.09555502980947495,-0.10576673597097397,-0.1017882376909256,0.03845006227493286,0.17654447257518768,0.16542132198810577,0.06524521857500076,0.05766310915350914,0.12206918746232986,-0.04535821080207825,0.05194678530097008,-0.04178908094763756,0.12378306686878204,0.1096925139427185,0.21064095199108124,0.12028832733631134,0.11298644542694092,-0.1299663782119751,-0.17505373060703278,0.05632147938013077,0.06708018481731415,0.07362208515405655,-0.09789744764566422,0.14396348595619202,-0.053044307976961136,-0.029438558965921402,0.13169746100902557,0.18783558905124664,0.06315210461616516,-0.04267601668834686,0.12119702249765396,0.027255158871412277,0.027082480490207672,0.2034594565629959,0.10005877912044525,0.048343364149332047,-0.00633886456489563,0.04950622469186783,0.0028515588492155075,-0.057684604078531265,0.017250163480639458,-0.07468056678771973,-0.1410599797964096,-0.013442335650324821,0.13763613998889923,0.022988801822066307,-0.08132734894752502,-0.13761861622333527,-0.008153596892952919,-0.008642011322081089,0.0059847100637853146,-0.04964224994182587,0.07159910351037979,0.06316506862640381,-0.0893750786781311,0.19588617980480194,0.20135506987571716,0.20947012305259705,-0.1323106735944748,-0.1184515431523323,-0.003623484866693616,0.01193945575505495,-0.00827394425868988,0.06265406310558319,0.11705832928419113,0.020042000338435173,0.0921386182308197,-0.06658491492271423,-0.1862775832414627,0.1084466353058815,-0.14599157869815826,-0.04471300542354584,0.0012482384918257594
10,3,0.03310377523303032,-0.046560436487197876,-0.01740739494562149,-0.15069183707237244,-0.049811989068984985,0.04070453718304634,-0.037081580609083176,0.07451538741588593,0.06677499413490295,0.06095540523529053,-0.07031319290399551,-0.15108546614646912,0.02522035501897335,-0.03236715495586395,-0.1306515783071518,-0.0370468869805336,-0.056519512087106705,0.09595127403736115,0.034637805074453354,-0.023817917332053185,0.08450012654066086,-0.11453775316476822,-0.06550318747758865,-0.023675983771681786,-0.08337689936161041,0.11267859488725662,0.08031231164932251,-0.1484428197145462,-0.03708623722195625,-0.07331414520740509,-0.06819119304418564,0.06584824621677399,-0.01752224750816822,-0.007587281987071037,-0.10654538869857788,0.03575460985302925,-0.09671075642108917,0.020154105499386787,-0.024834755808115005,-0.05790795758366585,0.23252427577972412,0.050010498613119125,0.08057152479887009,-0.16677898168563843,-0.03642354905605316,-0.06127341091632843,0.11357403546571732,-0.10509110987186432,-0.011732787825167179,-0.08111508190631866,-0.00975728314369917,0.016080912202596664,0.19254140555858612,0.14904457330703735,0.16877208650112152,-0.02752157673239708,-0.055621810257434845,-0.11218559741973877,0.05556464195251465,0.0654778778553009,-0.017521368339657784,0.16100460290908813,0.04162151366472244,0.1014542356133461,0.07760587334632874,-0.06714992225170135,0.028122100979089737,0.05296444147825241,0.21758495271205902,0.044552914798259735,-0.062069837003946304,0.003631480038166046,0.02699696458876133,-0.02402968890964985,-0.09103396534919739,0.07880043983459473,-0.11862723529338837,0.0870656967163086,-0.002135981572791934,0.07006607204675674,-0.015234040096402168,0.16809041798114777,0.01848151534795761,-0.09114158898591995,0.060087595134973526,0.05539635941386223,0.008045581169426441,0.11007703095674515,0.007360892370343208,0.04420669376850128,-0.015009807422757149,0.06438132375478745,0.025985492393374443,-0.08377943933010101,0.02572512999176979,0.021929681301116943,-0.12441975623369217,-0.027735769748687744,0.10000520199537277,-0.08783304691314697,0.12050186842679977,-0.036817844957113266,-0.07653894275426865,-0.0780612900853157,-0.15156401693820953,0.09089039266109467,0.134958878159523,-0.020993651822209358,0.052801813930273056,-0.048225536942481995,0.17813289165496826,-0.07303180545568466,0.019387366250157356,0.016754161566495895,0.008377119898796082,0.01677982322871685,-0.029985468834638596,0.1714649349451065,0.045083679258823395,-0.028226569294929504,-0.005986611824482679,-0.012379015795886517,0.009974383749067783,0.10815487056970596,0.06296821683645248,0.03175853192806244,-0.08622518181800842,0.010237626731395721
