no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50,feature-51,feature-52,feature-53,feature-54,feature-55,feature-56,feature-57,feature-58,feature-59,feature-60,feature-61,feature-62,feature-63,feature-64,feature-65,feature-66,feature-67,feature-68,feature-69,feature-70,feature-71,feature-72,feature-73,feature-74,feature-75,feature-76,feature-77,feature-78,feature-79,feature-80,feature-81,feature-82,feature-83,feature-84,feature-85,feature-86,feature-87,feature-88,feature-89,feature-90,feature-91,feature-92,feature-93,feature-94,feature-95,feature-96,feature-97,feature-98,feature-99,feature-100,feature-101,feature-102,feature-103,feature-104,feature-105,feature-106,feature-107,feature-108,feature-109,feature-110,feature-111,feature-112,feature-113,feature-114,feature-115,feature-116,feature-117,feature-118,feature-119,feature-120,feature-121,feature-122,feature-123,feature-124,feature-125,feature-126,feature-127,feature-128
1,2,0.03388165310025215,0.044079530984163284,-0.10730813443660736,0.18037116527557373,0.2108299732208252,0.023293541744351387,-0.09369514137506485,0.113409124314785,0.11711990833282471,0.053719621151685715,0.04341137781739235,-0.08926480263471603,0.11726334691047668,0.11540840566158295,-0.12550540268421173,-0.13365739583969116,-0.17763745784759521,0.03854697197675705,0.14135491847991943,0.18002688884735107,-0.06810732930898666,-0.05542842671275139,-0.02934231236577034,-0.14181239902973175,-0.05074821040034294,0.0841166153550148,0.11349011957645416,0.049271274358034134,-0.007258308585733175,-0.09585482627153397,0.030485080555081367,-0.03438940271735191,-0.0824427530169487,0.0038218689151108265,-0.12627001106739044,-0.047593217343091965,-0.051379285752773285,-0.1594318449497223,-0.04788709431886673,-0.022510239854454994,-0.02895398624241352,-0.04041527584195137,0.003260188503190875,-0.015102888457477093,0.01716470718383789,-0.004100922029465437,-0.11697999387979507,-0.04045938700437546,-0.02769300900399685,-0.017769820988178253,-0.060220878571271896,-0.1445547193288803,-0.02511306293308735,0.032188378274440765,-0.14029616117477417,-0.07499001175165176,-0.11994647234678268,-0.09326271712779999,0.008966417983174324,0.1713128536939621,0.10691815614700317,0.05549207702279091,0.03877349942922592,0.06721407920122147,-0.015086458064615726,0.04072275757789612,-0.06294615566730499,0.11119558662176132,0.07440516352653503,0.16133594512939453,0.13722941279411316,0.07864063233137131,-0.10317514091730118,-0.1658288836479187,-0.024874556809663773,0.0507509671151638,0.0811668336391449,-0.07472050189971924,0.09315810352563858,-0.002094401977956295,-0.056913748383522034,0.08613665401935577,0.1693297177553177,0.08722811192274094,-0.07422392815351486,0.05961227044463158,0.019542207941412926,0.015598307363688946,0.1930888593196869,0.06872418522834778,0.023155005648732185,-0.051357392221689224,-0.015293113887310028,-0.025497907772660255,-0.021153287962079048,0.0366554893553257,-0.04987994581460953,-0.11323771625757217,0.019297432154417038,0.13187457621097565,-0.0026257229037582874,-0.08269698172807693,-0.15456648170948029,0.0035537462681531906,-0.0057785389944911,-0.01748567260801792,-0.019337238743901253,0.06396036595106125,0.10570190101861954,-0.04931391030550003,0.1374552845954895,0.15381713211536407,0.11503632366657257,-0.02807348594069481,-0.07717512547969818,-0.07749316841363907,-0.03512861579656601,-0.049636270850896835,0.053385552018880844,0.08780620247125626,-0.040402937680482864,0.0755305141210556,-0.031971871852874756,-0.16972334682941437,0.018814023584127426,-0.13383711874485016,-0.08473765850067139,0.01515124086290598
2,2,0.02677333913743496,-0.07496605813503265,-0.04709360748529434,0.00646949140354991,-0.02594582736492157,0.09779419004917145,-0.011082036420702934,0.07445798069238663,0.06126100569963455,-0.02134552411735058,0.043744105845689774,-0.08798156678676605,0.05639881640672684,-0.07461211085319519,-0.02592233568429947,-0.0052591669373214245,-0.06248876824975014,-0.025527650490403175,-0.050071634352207184,-0.014242683537304401,0.04069693386554718,-0.050922244787216187,-0.05523880943655968,-0.07979871332645416,-0.0025841002352535725,-0.024543805047869682,0.01932690665125847,-0.03997190669178963,-0.0717751681804657,-0.06652101129293442,0.0407310351729393,-0.031318556517362595,-0.018556030467152596,0.004916963167488575,-0.01233930978924036,-0.006816699635237455,-0.050173550844192505,-0.010189356282353401,-0.04259936138987541,-0.0421677865087986,0.0307938065379858,-0.05429881066083908,-0.027077095583081245,-0.014844668097794056,0.027054646983742714,-0.0011584938038140535,0.01868603751063347,0.013555573299527168,0.019831566140055656,-0.04401037469506264,0.04381481930613518,0.008400075137615204,0.05906247720122337,0.07001195847988129,0.07071161270141602,-0.016749827191233635,-0.05225168913602829,-0.05258956179022789,0.05338705703616142,0.050461024045944214,-0.0446745827794075,0.10409052670001984,0.00977518130093813,0.07561616599559784,-0.001094008213840425,0.002473603468388319,0.022501140832901,0.06467270851135254,0.1030978336930275,0.06202126294374466,0.0002701012708712369,-0.014712948352098465,0.014114119112491608,-0.08772652596235275,-0.027765143662691116,-0.06028173491358757,-0.04101473465561867,-0.009263306856155396,0.04057428613305092,0.0009935909183695912,-0.012008141726255417,0.05010179802775383,-0.002374822273850441,-0.04465535283088684,-0.010526827536523342,-4.882398570771329e-05,0.033373914659023285,0.0662853941321373,0.05340112745761871,-0.009655700996518135,-0.0059866271913051605,0.01716577634215355,-0.053368549793958664,-0.06439928710460663,0.02859818935394287,0.07376903295516968,-0.038937803357839584,-0.06158536672592163,0.10175264626741409,0.0509924553334713,-0.014890380203723907,-0.049267515540122986,-0.05823336914181709,-0.04633210226893425,-0.10013639181852341,0.018558118492364883,0.0682273730635643,0.09596645832061768,0.010902727022767067,-0.019461069256067276,0.08349069952964783,-0.05522414669394493,0.046404387801885605,-0.07551668584346771,0.05673934146761894,0.01633698120713234,-0.008107536472380161,0.0404619462788105,-0.0009906345512717962,0.044180288910865784,-0.010346230119466782,-0.013371441513299942,0.005062837619334459,0.014920741319656372,0.07633189111948013,-0.030001331120729446,0.02850293181836605,-0.002394432667642832
3,1,-0.024601208046078682,0.00841378141194582,-0.2214648574590683,0.047794368118047714,0.17809978127479553,0.1564844846725464,0.02783329412341118,-0.04728861153125763,0.1527758538722992,-0.1025717705488205,-0.0889565721154213,0.058724384754896164,0.08413253724575043,-0.020351486280560493,-0.0063225282356143,-0.11541009694337845,-0.14899876713752747,-0.12200187146663666,-0.059476856142282486,-0.019167298451066017,-0.03954403102397919,0.025713413953781128,0.062055397778749466,-0.06267909705638885,0.11772701889276505,0.01858074963092804,-0.04146518185734749,-0.005335856694728136,-0.0648685097694397,-0.025519177317619324,0.04466141760349274,-0.07860808819532394,0.03922799229621887,-0.09136965870857239,-0.15035317838191986,-0.13632892072200775,-0.025895673781633377,0.014517797157168388,-0.05595903471112251,0.011768008582293987,-0.0537772998213768,-0.10431761294603348,-0.12382438778877258,0.05235152319073677,0.07329192757606506,0.014779915101826191,0.030458923429250717,0.00684826634824276,-0.03222000226378441,-0.1269162893295288,0.012054326944053173,-0.07121571898460388,0.030261561274528503,0.09814029186964035,0.009852828457951546,-0.13118626177310944,0.02446894347667694,0.03581690788269043,-0.05823782458901405,0.13123181462287903,0.03476863354444504,0.022959327325224876,0.021320443600416183,0.08527249097824097,0.05579695850610733,0.04265172779560089,-0.16684982180595398,0.14327159523963928,0.07900858670473099,0.10200118273496628,0.10624545067548752,-0.08904898166656494,-0.022002512589097023,-0.15495283901691437,-0.13663466274738312,-0.005246365908533335,0.1253022998571396,-0.09256946295499802,0.0922733023762703,-0.0704180896282196,-0.06086670979857445,0.09876231104135513,0.05901769921183586,0.12404340505599976,-0.0487317219376564,-0.005149883218109608,0.0285116508603096,0.15621796250343323,0.02649189531803131,-0.10029900819063187,-0.0063101546838879585,0.11354988813400269,-0.12969094514846802,0.023795751854777336,0.09783313423395157,0.11635670065879822,0.006422168575227261,0.002661356935277581,0.11667680740356445,0.12499629706144333,-0.013205934315919876,-0.07094314694404602,-0.08480571210384369,-0.16853845119476318,-0.07857697457075119,-0.022583791986107826,0.13196605443954468,0.03645521029829979,0.05671872943639755,-0.0200351495295763,0.04985170438885689,-0.042220715433359146,-0.06899206340312958,0.015066697262227535,-0.02317901886999607,-0.20303283631801605,-0.051469188183546066,-0.060648854821920395,0.003898294409736991,0.02222592942416668,-0.0959901288151741,0.06520979851484299,0.08374421298503876,-0.1089334562420845,-0.026752207428216934,-0.0279352068901062,0.002600244479253888,-0.024881789460778236
4,1,-0.018150651827454567,0.0019503120565786958,-0.22545292973518372,0.007799180224537849,0.10247031599283218,0.12156900763511658,-0.03725354000926018,-0.018688244745135307,0.08132504671812057,-0.10142382979393005,0.0045076338574290276,0.04416859894990921,-0.0046386816538870335,0.006846017669886351,-0.02008018083870411,-0.12621451914310455,-0.10823754221200943,-0.11698323488235474,-0.07727952301502228,-0.133780837059021,0.05863263085484505,0.018474020063877106,0.03180282190442085,-0.1172671765089035,0.12257715314626694,0.009707698598504066,-0.039888087660074234,-0.1017393171787262,-0.10877340286970139,0.01711634360253811,0.045968733727931976,-0.08096431195735931,0.0734986811876297,-0.10978426039218903,-0.1289222687482834,-0.1122637540102005,-0.030840016901493073,-0.024124622344970703,-0.09887924045324326,-0.07388162612915039,0.10316252708435059,-0.05510954186320305,-0.06767534464597702,-0.06769333779811859,-0.04495006799697876,-0.0325019545853138,0.010426219552755356,-0.03454429283738136,0.04492684826254845,-0.04245730862021446,-0.003632686100900173,-0.09299779683351517,0.09383383393287659,0.07369861006736755,0.016763240098953247,-0.07047580182552338,0.015248429961502552,0.07762681692838669,0.0016962402733042836,0.04476793110370636,0.06537148356437683,0.022212738171219826,0.033121999353170395,0.041618891060352325,0.07597460597753525,0.04088645055890083,-0.13545313477516174,0.15382768213748932,0.09875532984733582,0.042052820324897766,0.0956239402294159,-0.07719595730304718,0.005474169738590717,-0.09413953125476837,-0.13297949731349945,0.01905454881489277,0.1190715804696083,-0.05058746784925461,0.09345855563879013,-0.06605984270572662,-0.020806554704904556,0.1477496176958084,0.005728444084525108,-0.025765834376215935,0.0019411068642511964,-0.010540233924984932,0.030376538634300232,0.1810743808746338,-0.06570357829332352,-0.0446142852306366,-0.021983494982123375,0.1340799778699875,-0.03574436530470848,0.027991129085421562,0.005272713024169207,0.1011095866560936,-0.049404893070459366,-0.007606202270835638,0.09776698797941208,0.13637308776378632,0.01413576491177082,-0.046156127005815506,-0.061257801949977875,-0.1128246858716011,-0.07557428628206253,0.04496162384748459,0.13609009981155396,0.03466658666729927,0.07916375994682312,-0.00390063039958477,0.07622648030519485,0.052041374146938324,0.02301591821014881,-0.0729934498667717,-0.0187629833817482,-0.07338207215070724,0.058665648102760315,0.028606818988919258,-0.09373405575752258,0.0005870161694474518,-0.16355210542678833,0.026743967086076736,0.1176539734005928,-0.0219174325466156,0.025839950889348984,0.040434710681438446,0.025294367223978043,-0.065789133310318
5,4,-0.10258994251489639,0.042118605226278305,-0.19458137452602386,-0.01725579798221588,0.021199313923716545,0.14300136268138885,-0.08915833383798599,-0.003460390493273735,0.12938079237937927,-0.07048988342285156,-0.024619875475764275,0.01044901367276907,-0.005998838692903519,-0.02372383326292038,-0.043726302683353424,-0.08835284411907196,-0.12546391785144806,-0.06712136417627335,-0.06738224625587463,-0.12032759934663773,0.11071627587080002,0.007520969025790691,0.08254635334014893,-0.08390480279922485,0.008992350660264492,0.04308752715587616,-0.03956881910562515,-0.07404328137636185,-0.08496776968240738,-0.009241391904652119,-0.06510618329048157,-0.061135433614254,0.07244536280632019,-0.033045824617147446,-0.16122470796108246,-0.09723435342311859,-0.03771945461630821,0.014684295281767845,-0.03303223475813866,-0.12739963829517365,0.09882255643606186,0.0026394750457257032,-0.062496207654476166,-0.04029827192425728,-0.016196448355913162,-0.06980814039707184,0.08150334656238556,-0.07099775969982147,-0.1223798617720604,-0.1009322851896286,-0.04702979326248169,-0.1354341357946396,0.12607960402965546,0.10307744890451431,0.06949882954359055,-0.06383194774389267,0.022819528356194496,0.07849603146314621,0.0005024194833822548,0.13263899087905884,0.10222561657428741,0.04802662134170532,-0.013452236540615559,0.08874494582414627,0.15796947479248047,0.036934323608875275,-0.08735048770904541,0.15375931560993195,0.04736599326133728,0.04088277369737625,0.04038647562265396,-0.06161392107605934,0.03466396406292915,-0.0472576878964901,-0.17956596612930298,0.06438886374235153,0.13119593262672424,-0.009438576176762581,0.005636024754494429,-0.04833657294511795,-0.0019422947661951184,0.11296648532152176,0.06319298595190048,-0.055078085511922836,-0.0014159693382680416,0.0005365498946048319,-0.01679339073598385,0.1861422061920166,-0.08035092800855637,0.009268359281122684,-0.05165569856762886,0.16192224621772766,-0.05638072267174721,-0.003523535095155239,-0.02619190514087677,0.0904577225446701,-0.04492070525884628,0.00815868005156517,0.09974946826696396,0.08964630216360092,0.0024976099375635386,-0.03330406919121742,-0.09447328746318817,-0.10342107713222504,-0.06685008853673935,0.029890455305576324,0.06738250702619553,-0.005838209763169289,0.10687468945980072,-0.005899887997657061,0.08979251980781555,0.010449733585119247,-0.027672750875353813,0.01543448306620121,-0.08416753262281418,-0.18286648392677307,-0.03910175710916519,0.0006637730984948575,-0.025523850694298744,0.036471057683229446,-0.15986263751983643,0.0783248022198677,0.09779022634029388,-0.12308164685964584,-0.05137353017926216,0.006299133412539959,0.026298632845282555,0.0038314610719680786
6,2,0.028439784422516823,0.03696885332465172,-0.1386394500732422,0.22190378606319427,0.27377018332481384,0.028958620503544807,-0.08729049563407898,0.13263992965221405,0.1659451425075531,0.11650075018405914,0.010061382316052914,-0.1362505704164505,0.21628135442733765,0.2176598608493805,-0.17712998390197754,-0.1567118912935257,-0.2193322628736496,0.05161845311522484,0.20076872408390045,0.19509507715702057,-0.08665446937084198,-0.03609441593289375,-0.11790374666452408,-0.19744965434074402,-0.10153017938137054,0.12116090953350067,0.15257753431797028,0.06872639060020447,0.005965579301118851,-0.1179930791258812,0.03121517039835453,0.034845612943172455,-0.07184986770153046,0.020651942119002342,-0.15005259215831757,-0.04745851829648018,-0.0694812536239624,-0.2131430208683014,-0.05508631095290184,-0.041569359600543976,-0.033495448529720306,0.00031154087628237903,0.059244509786367416,-0.04395885020494461,0.051662370562553406,-0.024890214204788208,-0.17532579600811005,-0.11471260339021683,-0.0617855042219162,-0.012105174362659454,-0.04355424642562866,-0.14143528044223785,-0.01675925776362419,-0.009750443510711193,-0.08391714096069336,-0.1417645663022995,-0.13219612836837769,-0.039131324738264084,0.03301825746893883,0.2352755069732666,0.12099329382181168,0.0676577091217041,0.050234489142894745,0.17510366439819336,-0.011021378450095654,0.05165628716349602,-0.009341618046164513,0.1312595009803772,0.07613196223974228,0.23606517910957336,0.13579343259334564,0.0869235023856163,-0.14101698994636536,-0.14943967759609222,-0.0028080593328922987,0.05761020630598068,0.06336578726768494,-0.05145104229450226,0.14288541674613953,0.011333688162267208,-0.009301641955971718,0.05169280618429184,0.2323605865240097,0.04922602325677872,-0.09156620502471924,0.06728855520486832,0.01973244734108448,0.03297850489616394,0.18949371576309204,0.12007412314414978,0.022432871162891388,-0.08370718359947205,-0.027814308181405067,-0.07740793377161026,-0.061413832008838654,0.04910013824701309,-0.08702095597982407,-0.11374186724424362,-0.0010212541092187166,0.0975918397307396,-0.014098262414336205,-0.10010527819395065,-0.19912585616111755,0.005433316342532635,-0.013309006579220295,0.000522468239068985,-0.03071398288011551,0.14228558540344238,0.19189487397670746,-0.07424650341272354,0.14054276049137115,0.15151003003120422,0.17594073712825775,-0.1418224424123764,-0.15953052043914795,-0.02665710262954235,0.01785559393465519,-0.025957737118005753,0.08077158778905869,0.09800844639539719,-0.03659391403198242,0.10022620111703873,-0.05189654603600502,-0.2268507033586502,0.07988583296537399,-0.12397364526987076,-0.048605646938085556,0.016688290983438492
7,1,0.0633394867181778,-0.2337324470281601,-0.02740270085632801,0.006099555641412735,0.018465867266058922,0.2125496119260788,-0.08042428642511368,0.013793456368148327,0.08990886062383652,0.07286323606967926,-0.09177842736244202,-0.13561539351940155,0.1302948147058487,-0.06937553733587265,0.01061288919299841,-0.06940395385026932,-0.24372464418411255,0.057729583233594894,0.018162379041314125,-0.02830309048295021,0.08629132062196732,-0.0882217213511467,-0.10708475857973099,-0.13716939091682434,-0.05640881881117821,0.012948350049555302,0.04217681661248207,0.024795830249786377,-0.06638084352016449,-0.21479062736034393,-0.04374505952000618,-0.02323427051305771,-0.005650992970913649,0.007269331719726324,-0.059149183332920074,-0.09405098110437393,0.02294137142598629,0.07719065248966217,0.008045733906328678,-0.028780989348888397,0.06813757121562958,-0.06837528944015503,0.08995907008647919,-0.09019090980291367,0.02079612761735916,-0.028251755982637405,-0.05959170684218407,0.0034115153830498457,0.045693300664424896,-0.06787719577550888,0.11599933356046677,0.03032708913087845,0.21436811983585358,0.01554272323846817,0.08492717891931534,-0.07959861308336258,-0.1577313095331192,-0.18055538833141327,0.11121583729982376,0.19031597673892975,-0.07914207130670547,0.09852800518274307,-0.0017327814130112529,0.0824107974767685,-0.07285535335540771,-0.005919151473790407,-0.032915759831666946,0.16659456491470337,0.09713240712881088,0.14325284957885742,-0.015922043472528458,0.04557178542017937,0.11766550689935684,-0.18770326673984528,-0.012437456287443638,0.010326935909688473,-0.16516010463237762,-0.019535357132554054,0.059383049607276917,-0.0039521451108157635,0.055229805409908295,0.13008101284503937,-0.03542422875761986,-0.12219809740781784,-0.05392937734723091,-0.054403651505708694,0.017793145030736923,0.1321059912443161,0.005478404927998781,-0.04817774519324303,-0.06166062876582146,-0.11442441493272781,0.02375110797584057,-0.14717033505439758,0.11677846312522888,0.13975226879119873,-0.08354118466377258,-0.08485778421163559,0.09089939296245575,0.0007952394080348313,0.06941326707601547,0.04009383171796799,-0.21054111421108246,0.035115618258714676,-0.2294045388698578,0.09490558505058289,-0.004928454291075468,0.1307401955127716,0.07174938172101974,-0.05863702669739723,0.14351767301559448,-0.06636888533830643,-0.0010673354845494032,-0.03052595444023609,-0.05158408358693123,0.07772604376077652,0.013892203569412231,0.06809384375810623,0.13561901450157166,0.036140505224466324,0.05501651018857956,0.024009112268686295,0.040639057755470276,-0.13357023894786835,0.15219932794570923,-0.08617077022790909,0.04877975583076477,-0.0586145855486393
8,1,-0.042259581387043,-0.04844179376959801,-0.21155039966106415,0.02874615602195263,0.14363013207912445,0.10889308154582977,-0.05138515681028366,-0.03993234783411026,0.1581132560968399,-0.08289699256420135,-0.06107782945036888,0.0039847963489592075,0.030223341658711433,0.0019487135577946901,-0.03137895092368126,-0.0060224090702831745,-0.163568377494812,-0.03356596454977989,-0.0847984105348587,-0.02750355191528797,0.0629853904247284,0.005121085327118635,0.08628710359334946,-0.09651999920606613,0.100967638194561,-0.0002814480976667255,-0.013873234391212463,-0.0963141992688179,-0.10731200873851776,0.010445274412631989,0.09041650593280792,-0.02096635103225708,0.038965411484241486,-0.04182097315788269,-0.14072827994823456,-0.07100072503089905,-0.04200991615653038,-0.00896480306982994,-0.048553965985774994,-0.10535354167222977,0.030271856114268303,0.006882004905492067,-0.03578304499387741,-0.033761925995349884,0.003359458176419139,-0.015029383823275566,0.04137718677520752,-0.0801619216799736,-0.02137550339102745,-0.06889232993125916,-0.014991299249231815,-0.06461761146783829,0.04616735130548477,0.1392076015472412,0.023787857964634895,-0.07639743387699127,0.04295067861676216,0.05918291211128235,-0.0016919438494369388,0.08172518759965897,0.06764253973960876,0.01894216611981392,-0.029067127034068108,0.07417213916778564,0.06080223247408867,0.040294110774993896,-0.10304185748100281,0.1687680333852768,0.10930192470550537,0.10877920687198639,0.0662340596318245,-0.07654188573360443,-0.05312556400895119,-0.11341945081949234,-0.15961536765098572,0.05141643434762955,0.09745746105909348,-0.05156077817082405,0.06780558079481125,-0.068781778216362,0.007653848268091679,0.1821565479040146,0.06168106198310852,-0.03161153942346573,-0.000687184976413846,-0.012355951592326164,0.017892668023705482,0.14314237236976624,0.04574234038591385,-0.014943459071218967,-0.0018737614154815674,0.12345540523529053,-0.05036182701587677,0.02750358171761036,0.01670556701719761,0.07700344175100327,-0.01783541403710842,0.020555024966597557,0.13951316475868225,0.09867984056472778,0.06584686785936356,-0.04968557134270668,-0.06383486837148666,-0.07999420166015625,-0.10125002264976501,0.02709071896970272,0.07984050363302231,0.006973062641918659,0.02155224420130253,-0.008704807609319687,0.05639168247580528,0.05815416947007179,0.012872491963207722,0.020755643025040627,-0.03858872130513191,-0.09179294109344482,0.011986560188233852,0.010491983033716679,-0.019970804452896118,0.04218197986483574,-0.07879871875047684,0.1092076227068901,0.10864293575286865,-0.10569408535957336,0.010987735353410244,-0.03174879774451256,0.056050803512334824,-0.041173893958330154
9,2,0.07492667436599731,0.00782551895827055,-0.11214352399110794,0.19932936131954193,0.14878585934638977,-0.01613481342792511,-0.0872838944196701,0.13724195957183838,-0.002998215379193425,0.0023502742405980825,0.08818364143371582,-0.11539477109909058,0.1027815192937851,0.11646348983049393,-0.15244609117507935,-0.10739360004663467,-0.171439066529274,0.07943889498710632,0.17024795711040497,0.15633082389831543,-0.03758256137371063,-0.06898625940084457,-0.03376546874642372,-0.11768757551908493,-0.07544740289449692,0.11216314136981964,0.08437708020210266,0.042971305549144745,0.03775176778435707,-0.01938535086810589,0.003023463534191251,-0.11072520166635513,-0.09175456315279007,-0.00917774811387062,-0.09133346378803253,-0.11330656707286835,-0.0929226279258728,-0.18049776554107666,-0.005872717592865229,-0.05259828269481659,0.004928953479975462,-0.03696379065513611,0.007464827969670296,0.0057386071421206,0.0036042581778019667,-0.02220354788005352,-0.13972847163677216,-0.00853744987398386,-0.022977735847234726,-0.021484529599547386,-0.10363464057445526,-0.19052113592624664,-0.012771734036505222,0.003654881613329053,-0.107207290828228,-0.06339778006076813,-0.1625533550977707,-0.03817909210920334,0.04019786790013313,0.13986726105213165,0.06675366312265396,0.05552944168448448,0.05465557798743248,0.021549131721258163,0.01874956674873829,0.05457097291946411,-0.057825904339551926,0.09900844097137451,0.08091488480567932,0.1551089882850647,0.1500099003314972,0.04552939534187317,-0.05689091235399246,-0.16971591114997864,-0.07400085777044296,0.025861885398626328,0.0439421609044075,-0.10725503414869308,0.09229467064142227,0.05480899661779404,0.005781079642474651,0.08729244768619537,0.13889387249946594,0.0744246169924736,-0.029417743906378746,0.08902167528867722,0.019564880058169365,0.02091781236231327,0.161593958735466,0.04853726923465729,0.061151884496212006,-0.014401702210307121,-0.004150004126131535,0.023472333326935768,-0.028151514008641243,0.005927087273448706,-0.10189567506313324,-0.1838025003671646,-0.015449375845491886,0.10458184033632278,-0.015116047114133835,-0.08661123365163803,-0.10378041118383408,0.08442366123199463,-0.006634288001805544,-0.02192085050046444,-0.025614092126488686,0.01150508876889944,0.10547804087400436,-0.060138776898384094,0.13712771236896515,0.1517471820116043,0.12465396523475647,-0.0488460548222065,-0.11341799050569534,-0.03210412710905075,-0.008513251319527626,-0.032978903502225876,0.012377421371638775,0.0673757940530777,-0.004574337508529425,0.04978487268090248,0.0037009387742727995,-0.11035268753767014,0.08459807187318802,-0.1367603838443756,-0.0995711237192154,0.01208743080496788
10,1,0.03247247636318207,-0.21700310707092285,0.00595270749181509,-0.023540742695331573,0.050546761602163315,0.22946375608444214,-0.05647144839167595,-0.006208086386322975,0.08501380681991577,0.04579759016633034,-0.11051710695028305,-0.102259561419487,0.12832598388195038,-0.048513785004615784,-0.0027547848876565695,-0.03196867182850838,-0.20298178493976593,0.011684209108352661,0.014158743433654308,-0.019629674032330513,0.0988035723567009,-0.07581034302711487,-0.07171439379453659,-0.11152052879333496,-0.02926158532500267,0.010095205157995224,0.031236201524734497,0.021344201639294624,-0.06692884862422943,-0.19933857023715973,-0.011264106258749962,-0.01296081580221653,-0.02162742055952549,0.0005824593245051801,-0.06987259536981583,-0.08458863198757172,-0.00586625374853611,0.05078478902578354,-0.023672135546803474,-0.038497503846883774,0.06742958724498749,-0.05597291886806488,0.058640867471694946,-0.0626014918088913,0.03065585531294346,-0.03218146041035652,-0.04796398803591728,0.010516241192817688,0.0029234818648546934,-0.08689215034246445,0.13200262188911438,0.023659303784370422,0.14805176854133606,-0.009100955910980701,0.06735910475254059,-0.0024375622160732746,-0.09765186160802841,-0.1382652074098587,0.09914853423833847,0.20292754471302032,-0.08107443153858185,0.05389752611517906,-0.023658277466893196,0.05112863704562187,-0.047791559249162674,-0.03151228278875351,-0.01086191926151514,0.15576870739459991,0.07043161243200302,0.1030554547905922,0.02309599332511425,0.02915762923657894,0.07212627679109573,-0.16272521018981934,-0.07782601565122604,-0.03597357124090195,-0.12129087001085281,-0.015296708792448044,0.019799910485744476,0.005073818378150463,0.05614589527249336,0.11976411938667297,-0.00507248193025589,-0.11723463982343674,-0.039187945425510406,-0.04339481517672539,0.014198956079781055,0.12206367403268814,-0.03570021688938141,-0.03495825454592705,-0.07679352164268494,-0.10121861845254898,-0.03133265674114227,-0.10961023718118668,0.1198999360203743,0.12684373557567596,-0.036788810044527054,-0.026377113536000252,0.07711724191904068,-0.010423657484352589,0.07369992136955261,0.0313560888171196,-0.20915532112121582,0.027540959417819977,-0.18106569349765778,0.03960300236940384,0.036436036229133606,0.13444094359874725,0.06240849569439888,-0.0646786168217659,0.09357086569070816,-0.025934789329767227,-0.028168227523565292,0.005869513377547264,-0.05982065945863724,0.05908074975013733,-0.010359837673604488,0.05506358668208122,0.11274085193872452,0.028280137106776237,0.007889499887824059,-0.00858543161302805,0.0857684463262558,-0.11427462100982666,0.09576720744371414,-0.06027315929532051,0.012131964787840843,-0.09693964570760727
