no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50
1,0,0.10627850000000001,0.3446245,0.059436,0.12433299999999999,0.27136920000000003,0.0705772,-0.42075300000000004,-0.43777930000000004,-0.0544917,0.015357399999999998,0.22361029999999998,-0.10655700000000001,-0.10429699999999997,-0.00043500000000000206,-0.03273549999999996,0.002328899999999995,-0.17238909,0.09866269999999998,-0.08122759999999998,-0.1473874,0.1202507,-0.1072824,0.10341360000000002,0.017814899999999995,-0.0370512,-0.8223940000000001,-0.1536832,-0.11190113000000002,0.2140547,0.15460572,2.95896,-0.14895016,-0.17615609999999998,-0.41703450000000003,0.18070090000000003,0.15152984,-0.21760243000000007,0.2081187,-0.01516380000000001,0.024458600000000007,0.10747278189999998,-0.043866499999999996,-0.1660407,-0.1725488,-0.057352000000000035,0.14691890000000002,0.2735245,0.1358491,-0.2244402,0.03639300000000001
2,0,0.1654753125,0.15626512500000003,-0.104076875,0.041787625000000016,0.23415724999999998,0.23987218749999997,-0.4463210625,-0.3551277500000001,-0.03119895187499997,-0.04112843750000001,0.09896150000000001,0.01017212499999998,-0.003477500000000036,-0.040153125000000005,0.33044284375,-0.035693623125000025,-0.2152149375,0.08404518750000002,0.027213124999999998,-0.24262393750000003,0.0812969375,-0.072389,0.2774004375,0.21890356249999998,0.1099345625,-0.9912387500000003,-0.39985374999999995,-0.045483143749999996,0.0856334375,-0.1859743125,2.7208525000000003,-0.413754475,-0.2726837625,-0.5431929375,0.024281883124999997,0.12002449375,-0.0033872062499999897,0.11695225000000002,0.09724156249999999,-0.0049126250000000125,0.07106989493750003,-0.1306361375,-0.200688375,0.25101550000000006,-0.00817881249999999,0.024741687499999998,0.22131324375,0.023375562500000006,-0.18825131250000002,-0.00010692499999998169
3,1,0.16280333333333333,0.4466966666666667,0.2931456666666667,1.2338833333333332,-0.06012833333333332,0.0021633333333333318,-0.47286333333333336,-0.44275666666666663,0.7945253333333332,-0.28683,0.41164500000000004,0.36346000000000006,0.5054500000000001,0.20039000000000004,-0.09487333333333332,0.12597506666666666,-0.5338233333333333,0.200739,0.03235666666666668,0.79401,0.4340266666666666,-0.00067999999999997,0.58612,0.4406933333333332,0.13712000000000002,-0.6517733333333333,-0.22872396666666664,-0.11353033333333333,-0.3619033333333334,-0.5414153333333334,1.5608266666666666,0.10319,0.21786666666666665,-0.04334666666666672,-0.469233,0.00819333333333333,0.11951666666666667,-0.3118633333333333,-0.14472666666666664,-0.2308853333333333,0.5885933333333333,-0.15084,-0.11725000000000001,0.04727999999999999,-0.6039833333333333,-0.44953466666666664,-0.45008000000000004,-0.16931386666666667,0.7057633333333334,0.06462666666666668
4,0,0.349204358974359,0.014861282051282053,0.14973179230769232,0.021641589743589738,0.23347151282051293,0.055712205128205135,-0.14458484871794872,-0.41140559487179484,0.1602969112820513,-0.025953358974358985,0.23929753846153845,0.07239635384615384,-0.12979781025641027,0.0268880282051282,0.15285579487179485,0.2711347025641025,-0.04524017948717946,-0.02414973076923077,-0.01215733333333334,-0.4075705128205128,0.0704847692307692,-0.30821538461538456,0.16520828205128205,0.010153194871794884,0.05044871794871795,-1.0102197435897435,-0.2520400256410256,0.015399871794871794,0.21566494871794875,-0.007493397435897445,3.073621897435897,-0.18367354358974358,-0.2725136410256411,-0.41684523076923075,0.2358046502564102,0.17076999487179492,0.1802973948717948,0.1977032307692307,-0.07593161538461539,-0.07942374358974358,-0.030057675948717933,-0.2224686307692308,-0.019744102564102573,0.28868589743589745,-0.15613938461538462,0.09030548717948719,0.28994181538461533,0.18132112820512813,0.050309435897435875,-0.14519802051282055
5,0,0.48321725000000004,0.09611535,0.1701435,0.2729632,0.34945433000000004,0.36811024999999997,-0.28183544999999993,-0.18500324999999998,0.13897294999999998,-0.014644549999999987,0.26426775,0.15429359999999998,0.03543389999999997,0.19880235000000004,0.3393962249999999,0.07953740999999999,-0.25904900000000003,0.026462049999999997,-0.09927295,-0.4457814000000001,0.014787099999999987,-0.07015745000000001,0.17477769999999998,0.036833449999999976,0.05703189999999999,-1.0666015000000002,-0.01722299999999999,0.03132365,0.23827474999999992,-0.11734115,2.716164,-0.19004022999999998,-0.41265695,-0.30008349999999995,0.0942101,0.13858945000000003,0.28173699999999996,-0.054929189999999996,0.15844105,-0.07462955,0.23074141594999992,-0.09053705,-0.051827899999999996,0.34032229999999997,-0.08917325000000001,0.003242000000000003,0.03365585000000001,0.14783184999999996,0.0802724,-0.05782799000000001
6,2,0.48941333333333326,0.21236444444444447,0.10748744444444444,0.6675646666666667,-0.02263088888888886,0.040853999999999994,0.08939555555555558,-0.6058388888888888,0.4472617777777777,0.11679855555555557,0.26253122222222225,0.21040400000000004,-0.09249057777777778,-0.16401333333333332,-0.19207444444444444,0.14920244444444444,-0.267295,0.28017555555555557,0.27317,0.03449955555555557,0.21613655555555555,-0.17786833333333335,-0.18337433333333336,-0.08027222222222222,0.12532222222222222,-0.8460803855555556,0.2053982222222222,-0.0673878888888889,0.0016194666666666802,0.0019011111111111312,2.6107955555555558,-0.4789355555555556,-0.4071576555555556,-0.024061400000000024,0.15575444444444445,0.05454937777777779,0.18274977777777782,0.07481933333333332,0.06331200000000001,0.15270333333333336,0.47887444444444444,-0.2195554444444444,-0.11264411111111111,0.14091344444444442,-0.2509787777777778,0.13975833333333335,0.2903348888888889,0.47822422222222216,0.17268555555555556,-0.0347211111111111
7,1,0.5913497000000002,0.25293763333333336,0.18839378666666662,0.36452549999999995,0.011662466666666694,0.11075493333333332,-0.23707287,-0.36863686666666673,0.12286082566666665,0.06971596666666668,0.25744316666666667,0.16950116666666665,-0.04541081333333334,-0.060476399999999986,0.15303400333333336,0.2381856333333333,-0.12919329999999998,0.24378920000000004,-0.15435396666666665,-0.10017338333333334,0.19188673333333336,-0.14403426666666666,0.09521389933333334,0.056423233333333336,0.07180883333333335,-1.0119149,0.02838606666666669,0.0699510666666667,0.1646508,-0.089023,2.6851653333333343,-0.2355441533333333,-0.35184993333333325,-0.28451975333333335,0.044731737666666674,0.12678289666666667,0.2627831666666666,0.05194202333333334,0.0205134,0.06850833333333334,0.38841131063333323,-0.025805603333333312,-0.1031715,-0.0013127716666666734,-0.10579600000000002,0.11163343333333334,0.039420363333333326,0.15799996666666666,0.023938033333333324,-0.0036763666666666723
8,1,0.42620199999999997,0.35089689999999996,0.0601551,0.2457084,0.1377911,0.0817199,-0.36658,-0.44452499999999995,-0.039724542000000015,-0.06477419999999998,0.1503604,0.09166030000000001,-0.1439326,0.013242399999999998,0.034550049999999985,0.020506400000000004,-0.060923500000000005,0.27407980000000004,-0.16207000000000002,-0.241774,0.2074579,-0.05936300000000001,-0.025767999999999992,-0.274065,0.2922759,-1.028735,-0.3736716,0.017330200000000018,-0.009067599999999999,-0.19911099999999998,2.819298,-0.42645800000000006,-0.28295020000000004,-0.286203,0.008762212999999996,0.28095429,0.05983659999999998,0.27434220000000004,0.1038412,0.12396639999999999,0.20716600000000002,-0.18765199999999999,-0.15862760000000004,0.1032303,-0.1326663,-0.14071019999999998,0.23647199,-0.03366396000000001,-0.04943430000000002,-0.27427448
9,1,0.1526242857142857,-0.07561999999999998,0.15962957142857143,0.5451004285714286,0.020802857142857147,-0.16744857142857142,-0.20750385714285713,-0.4681814285714285,0.5421108571428571,0.23201000000000002,0.2546371428571429,-0.15810342857142853,0.38869985714285715,0.17754000000000003,-0.23153,0.042616,0.0235455142857143,0.14504985714285712,-0.12599142857142856,0.38095942857142867,-0.002494285714285719,-0.03001714285714288,0.5810414285714287,0.07554857142857141,-0.23670999999999992,-0.4292414285714286,-0.1625747142857143,0.1576698571428571,-0.4445914285714286,-0.2896957142857143,1.7523542857142858,-0.2503914285714286,0.12003571428571429,-0.3439514285714286,-0.1687684285714286,0.0855785714285714,-0.029559999999999982,-0.11931614285714286,0.20351642857142857,-0.17068571428571427,0.30550121428571425,-0.18670657142857144,0.021160428571428573,0.05256442857142857,0.2499322857142857,-0.0346237142857143,-0.009128571428571439,0.8638728571428571,0.23069757142857147,0.03993842857142856
10,1,0.43907799999999997,0.188682,0.6505634,0.8608,-0.163526,0.4126624,-0.114564,-0.5592561999999999,0.11326739999999999,-0.237218,0.169371,0.520638,0.1793776,0.5262960000000001,-0.231072,0.30438780000000004,-0.6412519999999999,0.1157738,-0.021123999999999997,-0.10973799999999997,0.03119999999999996,-0.317508,0.5461948,0.440304,0.11768999999999999,-0.5652579999999999,0.09503362,0.33288780000000007,-0.028241400000000017,-0.5328191999999999,1.72377,0.160522,0.156548,0.174842,-0.18778199999999995,0.1690168,0.176186,-0.37605359999999993,-0.334526,-0.12832480000000004,0.7330300000000001,0.27119600000000005,-0.3727036,0.359348,-0.468317,-0.178962,0.09326799999999999,-0.009676320000000006,0.22986939999999997,-0.0016131999999999924
