2,Linux: Run Configurations: New Configuration Window > Build tab contents are not visible properly,"Run Configuration > New Configuration window , the content on the Build tab are not visible properly. Though the field is not displayed properly but it can be clicked.    Please refer the attached screen shot for more clarification."
2,Create a plugin that holds Google's implementation for reading Source-Maps,"# Create a new APL plugin (""com.google.debugging.sourcemap"")  # Grab the code from https://code.google.com/p/closure-compiler/source/browse/#git%2Fsrc%2Fcom%2Fgoogle%2Fdebugging%2Fsourcemap and extract the relevant classes that deals with source mapping. "
2,Create a new source map extension point,"Create a new source map extension point that will allow a contribution of IJSSourceMap contributors. Also allow prioritizing source-map contributions, so we could potentially contribute several mappers in the future.  Each contributor should use the sourc"
2,Run Configurations: MobileWeb Preview On Emulator Locks Studio,Run Configurations: MobileWeb Preview On Emulator Locks Studio. Logs attached.    Steps to Reproduce:    1. Open Run Configurations...  2. Create new MobileWeb Preview On Emulator run configuration.    Actual Result:    Studio locks.    Log Overview:    {
2,Node.ACS: project explorer packaging dropdown list is misaligned,Node.ACS: project explorer packaging dropdown list is misaligned.    See screenshot. No errors in log.    Click on Packaging icon for Node.ACS project to reproduce.
2,Project Templates: template order is random,Project Templates: make correct defaults for All and Titanium Classic. Note: Alloy has correct defaults.    Currently the defaults are:    All => Single Window Application  Titanium Classic => Single Window Application    The defaults should be:    All =>
2,TiApp Overview: blackberry checkbox missing info icon,"TiApp Overview: blackberry checkbox missing info icon.    If blackberry sdk not installed, needs info icon. For comparison, tizen has an info icon.    Screenshot attached."
2,TiApp Overview: make module id column width higher by default,TiApp Overview: make module id column width higher by default.    Module id is difficult to see. Screenshot attached.
2, Due to CLI changes all iPhone Simulators run non retina iPhone only,"No matter which simulator you chose, Studio will launch non retina iPhone.  Test steps:  1. Run App as iPhone Simulator  2. Go to iOS simulator > Hardware > Device and chose any simulator  3. Repeat step 1    Actual result:  only non retina iPhone launche"
2,Code completion broken in Alloy TSS for selectors with IDs not defined in a view,"h5. Problem  Code completion is throwing an exception and displaying an error dialog for Alloy .tss files.    h5. Steps to reproduce  1. Create a new Alloy project  2. Open and edit the index.tss file to be:  {code}  ""#Window"": {  }  {code}  3. Invoking c"
2,Add validation of ids/classes defined in TSS but not views for Alloy,"If a user refers to an id/class inside a TSS file that doesn't exist in any views, then the rule is effectively a ""dead"" one. We should be able to find and highlight styles applied to ids and classes that are never defined/referred to in views."
2,Add Auto-indent to TSS file,"When we have the following code in a tss file:    {code}  #Window {|}  {code}    and hit Enter, it becomes    {code}  #Window {  |}  {code}    The expected result is to auto-indent to    {code}  #Window {      |  }  {code}  "
2,Code completion assistance doesn't automatically appear on Alloy TSS files,"h5. Problem  Code completion is not automatically being displayed for Alloy TSS files.    h5. Steps to reproduce  1. Create a new Alloy project  2. Open and edit the index.tss file - for example:  {code}  ""Window"": {    b  }  {code}    Property name propo"
2,Alloy: add hover info for element names in Alloy .xml file,"h5. Improvement description  Alloy projects .xml files should also present the hover info like for .js files.    When passing the mouse over an .xml element, information should be displayed as a popup like for objects in the .js files."
2,Alloy: Missing some items in the markup and controller code for content assist,"For the XML markup, content assist does not suggest:  * Collection, Model or Widget for tags. (Alloy and Require work.)  * formFactor, platform for attributes. (id, class and ns work.)    See the tables at the end of the 'Introduction' section, http://doc"
2,BlackBerry Preferences: intermittent The currently displayed page contains invalid values,"BlackBerry Preferences: intermittent The currently displayed page contains invalid values.    The BlackBerry SDK is not set, this could be the cause of the intermittent error.    The error seems to appear once (i.e., the first time), perhaps related to a "
2,Add Retina Support to iOS Simulator Run Config,"Open iOS General Preferences, notice the Retina config options.    Create iOS Simulator Run Config.    Notice the missing Retina UI in the Run Config."
2,'Shift+Control+Space' keys binding for displaying Context Informations does not work,"h5. Problem  By default, Studio is setting the key binding 'Shift+Control+Space' for displaying Context Informations.  It does not work anywhere in any project or file type.    Also, going into 'Titanium Studio - Preferences - Keys', it's not possible to "
2,Android Keystore Preferences missing from TiApp Overview Configure Link,Android Keystore Preferences missing from TiApp Overview Configure Link.    See screenshots.    The Keystore Preference is being erroneously filtered.    TiApp Editor Overview : Deployment Targets : Configure...
2,Improve performance of Titanium SDK installation,Troubleshooting the installation of Titanium SDK reveals that a process is invoked for every unzipped entry of SDK to grant permission. Kicking off process for every unzipped entry degrades the performance of Titanium SDK installation.    To improve the p
2,List github repos from user's organizations in import wizard,We only show the user's personal repos in the listings. We should also look for the repos they have access to from their organizations.    http://developer.github.com/v3/orgs/
2,iOS Device Run: Launch menu changes result in extra run configuration,"iOS Device Run: Launch menu changes result in extra run configuration.    If a project has an existing iOS Device Run Configuration instance, and iOS Device Run is launched from Run Icon, and the user Edits a run configuration value, a new run configurati"
2,Code Processor: View Current Results displays results from other projects,"Code Processor: View Current Results displays results from other projects.    This is an edge-case where if the project has the same name as a previously existing project, the results from the old project are erroneously displayed.    Test Steps:    1. Cr"
2,Alloy XML Closing tag issue when modifying using completion assistance,"h5. Problem    When changing an XML tag in an Alloy project and using code completion assistance, the old closing tag it's not deleted.    h5. Example  {code}  <Alloy>  	<Window>  		<TableView></TableView>  	</Window>  </Alloy>  {code}    Starting from th"
2,Titanium Project: new project that includes blackberry target uses legacy python script,"Titanium Project: new project that includes blackberry target uses legacy python script.    If a new Titanium Project is created, and BlackBerry is included as a selected deployment target, the old python creation script will be called instead of the stan"
2,Platform supported icons are no longer visible in content assistance,"h5. Problem description    In the content assistance popup, icons showing supported platforms (iOS, Android...etc) for the specific API are no longer present.    See screenshot attached."
2,Studio: Code changes in app.js are not being reflected in simulator,"While running app on simulator I encountered this issue. When changes in JS code are made to app.js, they were not reflected in the simulator. Only deleting the project's build folder or cleaning project applies changes.    Test steps:  1. Run the followi"
2,Mac's Open With > Menu has repeated Titanium Studio entries,"On my machine, I install Titanium Studio repeatedly for testing. It seems like as a result my Open With menu is getting ridiculously overpopulated. We shouldn't be adding our entry repeatedly (or we should have some way to clean up old entries?)."
2,Tizen app fails to run on emulator at first launch,"Studio fails to launch tizen app on the emulator/device for the first time the machine is started.    When sdb devices command is invoked for first time, it starts the daemon server and it outputs additional lines before listing the running emulator/devic"
2,Tizen : Running the same app second time throws errors & all clears all fields in tiapp.xml overview,"Description:  1.Follow the setup instructions on the preview page & do the tizen setup  2.Launch an instance of the emulator  3.Create an app with tizen as target  4.Run on emulator  5.After the first run, run the same app again on the emulator    Actual "
2,"If the Titanium update dialog pops up while a system dialog is displayed, Studio is locked","This is related to the deadlock we've seen with showing a Dialog from the background thread while a system dialog is shown.    1. In Studio, select Help->Check for Studio updates  2. Quickly select the File>Open File... menu  3. Leave the file browser ope"
2,TiApp Overview editor still shows error after the tiapp source was corrected,"Steps to reproduce:    1. Create a mobile project;  2. Open the tiapp.xml and switch to source view;  3. Add the following block after <mobileweb></mobileweb>:    {code}  <tizen appid=""knx3nUT6zF"">  	<tizen:privilege name=""http://tizen.org/privilege/appli"
2,BlackBerry: simulator run config lists BlackBerry SDK instead of BlackBerry NDK,"BlackBerry: simulator run config lists BlackBerry SDK instead of BlackBerry NDK.    Preferences list NDK, run config lists SDK. BlackBerry website calls it NDK in the URL and Native SDK everywhere else. Either way we need to be consistent.    See screensh"
2,BlackBerry: Packager run configuration Revert not activated by project name field edit,"BlackBerry: run configuration Revert not activated by project name field edit.    Test Steps:    1. Run Configurations... BlackBerry Packager.  2. Edit Run Config project name.    Expected Result:    Revert button becomes activated, clicking Revert revert"
2,BlackBerry: device run config password and token field edits do not Revert,BlackBerry: device run config password and token field edits do not Revert.    See screenshot.    Test Steps:    1. Run Configurations... BlackBerry Device.  2. Edit Password and Token fields.  3. Press Revert.    Actual Result:    Nothing happens.
2,Re-order the Test items under the main Run menu,"The order should be Run, Debug, Profile, Test. The Profile and Test contributions should occur after the ""Inspect"" and ""Watch"" groups."
2,"Change ""All"" category to ""Others"" in mobile project wizard","The ""All"" category is intended to contain the project templates that don't have a category defined in addition to the ones with categories. The suggestion is to modify it to ""Others"" where it only contains the list of project templates without a category."
2,File > New From Template: not to show Blank File option if it has no siblings,"Under File > New From Template menu, if file type has no template contribution and contains only ""Blank File"", we should use the file type menu trigger the creation of blank file instead of having a submenu.  "
2,File > New From Template: Remove Alloy entry,"The current Alloy > Blank File doesn't really make sense. If we keep the Alloy menu, the options should be for creating controller/model/widget. Since it only makes sense from a project context, and we have the corresponding menus there, We should remove "
2,Trim the number of rubles shipped in Titanium Studio,We should take a look at the rubles we include in Titanium Studio and ship only the appropriate ones.  
2,NPE when resetting the default Studio perspective,{code}  java.lang.NullPointerException    com.appcelerator.titanium.core.TitaniumProject.<init>(TitaniumProject.java:83)    com.appcelerator.titanium.codeprocessor.core.internal.ResultsVaidatorPropertyTester.test(ResultsVaidatorPropertyTester.java:35)    
2,Node.js: update to Node.js 0.8.22 with NPM 1.2.14,Node.js: update to Node.js 0.8.22 with NPM 1.2.14.    Due to TIMOB-13178.    Node.js Docs:    http://nodejs.org/  http://nodejs.org/dist/  http://nodejs.org/dist/v0.8.22/  http://nodejs.org/dist/v0.8.22/docs/    I was able to install all node packages and
2,Alloy Debugger: wrong behavior setting breakpoints on functions under Android,"h5. Problem description  Debugger is not correctly handling a breakpoint set for a function in the controller .js file    h5. Steps to reproduce  Android OS tested: 2.3.6 Nexus One, Android emulator    See the sample attached.    h6. index.xml  {code}  <A"
2,TiApp: internal error updating the tiapp section widget is disposed when changing sdk,"I changed the Titanium SDK in the TiApp Overview from 3.0.2.GA to 3.1.0.v20130327135307, and an error was generated in the UI. Log attached.    Test History:    1. Install Titanium Studio 3.0.2 w/JDT 3.7.2 and accept all updates.  2. Create MobileWeb Modu"
2,TiApp: mobileweb module missing version,"Notice the MobileWeb module version is missing from TiApp Overview, but it correctly and soundly exists in tiapp.xml. Deleting and Adding the module provides identical incorrect behavior. See screenshots.    Test History:    1. Install Titanium Studio 3.0"
2,Module Packaging Launch: all modules show MobileWeb launch shortcuts,Module Packaging Launch: all modules show MobileWeb launch shortcuts.    See screenshots.    Test Steps:    1. Create Module Projects for every supported platform.  2. Select Package UI.    Test Results:    All module types show MobileWeb as a Packaging o
2,"""Illegal initial capacity"" error when reading the index",Saw this on one of the logs:  {code}  java.lang.IllegalArgumentException: Illegal initial capacity: -1    java.util.HashMap.<init>(HashMap.java:172)    java.util.HashMap.<init>(HashMap.java:199)    com.aptana.internal.index.core.DiskIndex.readCategoryTabl
2,Studio First Time Startup: Address iOS NPEs in log,"When Studio is first installed and configured, BEFORE any Titanium Updates are installed, there exist a few NPM-related NPEs in the log.    It would be a more-complete experience to address these.    Log:    {code}  !SESSION 2013-03-28 16:56:38.875 ------"
2,Titanium Updates: could not instantiate a release notes provider error,Clicking on Titanium Updates plugins release notes results in error messages in log. No visible affect on the UI or installation process.    Log:    {code}  !ENTRY com.appcelerator.titanium.nodejs.core 4 0 2013-03-28 17:58:22.472  !MESSAGE (Build 3.1.0.20
2,Studio Update: user must login again after update,"When updating from 3.0.2 Stable to 3.1.0.X RC, the user is forced to login again if they ever want to use Studio.    Test Steps:    1. Install Studio Stable.  2. Update to Studio RC/Beta/Nightly and Restart as Prompted.    Actual Result:    User must logi"
2,MobileWeb Module: packaging run configuration lists module as an invalid module project,MobileWeb Module: packaging run configuration lists module as an invalid module project.    See screenshot. Log attached for completeness.    Test Steps:    1. Create MobileWeb Module.  2. Create Mobile Project.  3. Package Module to Project.  4. Open Mob
2,"Bad State: Every time I open the run configurations, Studio locks up","Bad State: Every time I open the run configurations, Studio locks up.    While investigating TISTUD-4002, if the mobileweb packaging run config is selected, and the user opens Run Configurations..., an NPE dialog appears, then the Run Configurations menu "
2,New Android Emulator Run Configuration ignores Preferences until preferences menu is loaded,"New Android Emulator Run Configuration ignores Preferences.    See screenshots.    There is no way out of this, beyond manually editing the run configuration.    Manually creating a Run Configuration results in identical invalid default values.    Test St"
2,Projects: deleting a mobile project with node.acs service results in Updating Client npe,Projects: deleting a mobile project with node.acs service results in Updating Client npe.    Test Steps:    1. Create Titanium Project.  2. Enable New > Node.ACS Service.  3. Delete project (not from disk).    Test Result:    Error.
2,iOS Packaging: development provisioning profiles listed in distribution run configuration,"iOS Packaging: development provisioning profiles listed in distribution run configuration.    The certificates are filtered properly, but the profiles are not.    Test Steps:    1. Open iOS Packaging Run Configuration.  2. View Certificates List and Profi"
2,iOS Packaging: ad hoc and itunes distribution both have TWO success toasts!,"iOS Packaging: ad hoc and itunes distribution both have TWO success toasts!    Test Steps:    1. Package in iTunes or Ad-Hoc.    Test Result:    Observe the TWO success toasts!    Expected Result:    There should, in all circumstances, be ONE toast at a t"
2,iOS Packaging Run Config: no way to edit config without project name set,iOS Packaging Run Config: no way to edit config without project name set.    This is inconvenient and unnecessary.    See screenshot.    Test Steps:    1. Create iOS Packaging run config without project name.    Test Result:    Cannot edit run config.
2,Dashboard: RC dashboard loads blank with can't find variable mobileWebProblems error,"Dashboard: RC dashboard loads blank with can't find variable mobileWebProblems error.    See screenshots and log.    Test Steps:    1. Go on staging.  2. Load dashboard.    Failure Result:    Dashboard background loads, nothing else. Error appears."
2,Alloy: new widget fails to save prompt for dirty config.json,Alloy: new widget fails to save prompt for dirty config.json.    Test Steps:    1. Create Alloy Project.  2. Edit app/config.json without save.  3. Create New > Alloy Widget.    Actual Result:    Widget saves over config.json with no save prompt.
2,Node.ACS: intermittent No user account logged in for Appcelerator Node.ACS,"Node.ACS: No user account logged in for Appcelerator Node.ACS.    I am online.    This is an intermittent edge case.    If I am online, Studio should try to login to acs again, not just fail.    Test History:    1. Login to Studio on Staging.  2. Move ove"
2,"Node.ACS Service: enabling service failed to result in success toast, silent success","Node.ACS Service: enabling service failed to result in success toast, silent success.    Test Steps:    1. Create Alloy Project.  2. Enable New > Node.ACS Service.    Actual Result:    Silent success.    Expected Result:    Toast."
2,Diagnostics: titanium cli listed three times in run diagnostics,"Help > Studio > Run Diagnostics...    Titanium CLI is listed twice, all npm packages are listed as a whole.    In total, CLI is listed three times, and alloy & node.acs are listed twice.    Note that Titanium CLI enabled is a mandatory field.    {code}  T"
2,Node.ACS: new method save prompt is not standard,"Node.ACS: new method save prompt is not standard.    Test Steps:    1. Create Titanium Project.  2. Add New Node.ACS Service.  3. Add New Node.ACS Method.  4. Edit the services (methods) file that was created, do not save.  5. Add Another New Node.ACS Met"
2,Node.ACS Publish: improve appearance of publish menu list,Node.ACS Publish: improve appearance of publish menu list.    See screenshot.
2,Dashboard: Titanium Samples icons should match quality of Templates icons,"Dashboard: Titanium Samples icons should match quality of Templates icons.    When TISTUD-2628 is done, this issue will address the parity issue created."
2,Dashboard: Create Alloy Samples section,"Add a new section above Alloy Templates, call it Alloy Samples."
2,LiveTi: add mechanism to query npm package version,Suggest Run Diagnostics...    No 'universally accessible' way to verify environment.
2,Update LCD: An internal error has occurred. java.lang.NullPointerException,"Update LCD: An internal error has occurred. java.lang.NullPointerException.    I updated Studio to latest RC, this error appeared in the UI.    Could not Reproduce."
2,iOS iTunes Packaging: success toast fails to open xcode archive manager,iOS iTunes Packaging: success toast links to studio application directory:    ~/Desktop/tistud/tistud-rc/titanium-studio/TitaniumStudio.app/Contents/MacOS    I would expect it to open Xcode and launch the archive perspective as it does using Titanium Stud
2,Surface Full Error: CLI: project create: [ERROR] Invalid platform: blackberry,"Creating a new blackberry project results in:    {code}  DHydeMBP:~ dhyde$ ""/usr/local/bin/titanium"" ""create"" ""--platforms"" ""ios,android,mobileweb,tizen,blackberry"" ""--type"" ""app"" ""--id"" ""com.  project"" ""--sdk"" ""3.1.0.v20130402092426"" ""--workspace-dir"" ""/"
2,Alloy: Debugger ignore breakpoints and stack frame under Windows,"h5. Problem description      Under Windows, setting a breakpoint on the original controller source did not cause the app to break where expected.  Setting a breakpoint on the generated controller source works.          h5. Steps to reproduce      h6. Samp"
2,iOS iTunes Packaging: clicking success toast opens studio application directory,iOS iTunes Packaging: clicking success toast links to studio application directory:    ~/Desktop/tistud/tistud-rc/titanium-studio/TitaniumStudio.app/Contents/MacOS    I would expect it to open Xcode and launch the archive perspective.    Note the archive 
2,CLI: Setting --retina flag will render 3.0.2.GA projects unable to launch simulator. ,"h5. Description  While trying to investigate bugs from the triage meeting, I set the Studio preference to ""retina"" for the iOS simulator. Attempting to launch in this configuration failed, with an error complaining of a ""ridiculous"" capacity.    This occu"
2,Run Configurations: Re-build on Launch: Error cleaning the build before launching,"If Android Emulator launched with Run Configuration Preference 'Re-build Project on Launch', there is an error in the logs, there doesn't seem to be an obvious impact in the app runtime. See screenshot for preference.    Error (see log for details):    {c"
2,Android Device Run Configuration: add Enable JavaScript Minification preference,Android Device Run Configuration has no 'Enable JavaScript Minification' preference.    The static default run value is 'Enable JavaScript Minification' = FALSE.    All other Android Run Configurations have 'Enable JavaScript Minification' preference.    
2,Run Configurations: Enable JavaScript Minification defaults to FALSE if no project selected,"If Android Run Configuration is created with no project selected on run config menu invocation, any new run configurations created will have 'Enable JavaScript Minification' set to FALSE by default.    See screenshots.    If Android Run Configuration is c"
2,Android: App kills Android Debugger session on Windows when auto launching the app,"h5. Problem description  Debugger it's not working as expected on Windows OS, exiting just after installing the app on device.    h5. Steps to reproduce  1) Create a new default project (either classic one or alloy)  2) Add a breakpoint and debug the App "
2,CLI: New Project: non-existing sdk error message not formatted,"When a non-existing SDK is used to create a project, the studio error message is not formatted.    Studio Dialog:    {code}  [1m[36mTitanium Command-Line Interface[39m[22m, CLI version 3.1.0-beta  Copyright (c) 2012-2013, Appcelerator, Inc.  All Right"
2,Add logging to code analysis when Studio is enabled for troubleshooting,"Studio does not enable logging in the input configuration file of code processor every time a project is analyzed (to improve performance). However, if the code processor fails to generate output, then a diagnostic file is required to investigate the prob"
2,Titanium Updates: Failed to install acs. if PYTHON not in system path,"On a completely clean installation, if python is not in the system path on windows, node.acs will fail to install.    The workaround is to set the PYTHON path to the installation directory located inside Titanium Studio (example):    PYTHON system variabl"
2,Denso : Add Device IP address to the preference page,Add Device IP address to the preference page of Denso platform. The IP address has to be configured before the app is launched on Denso device.    The IP address should be used to set the environment variable IVI_HOST before launching the app on Denso dev
2,Android Emulator: process launches in new terminal,"Android Emulator: process launches in new terminal.    The emulator output should exist in the Studio console.    See screenshots.    Test Steps:    1. Run Android Emulator.    Test Results:    Process launches in new OS terminal, logs appear in external "
2,NumberFormatException with hex numbers in JS Style Validator,{code}!ENTRY com.aptana.js.core 1 0 2013-04-03 14:22:02.818  !MESSAGE (Build 3.1.1.201304021936) [INFO]  Error trying to parse JS number: '0x7FFFFFFF'  !STACK 0  java.lang.NumberFormatException    java.math.BigDecimal.<init>(BigDecimal.java:459)    java.m
2,Improve beta/rc update process,"Currently when we release a Beta or RC candidate, besides updating to the right version of Studio, user will also need to update their npm packages from command line. See http://developer.appcelerator.com/blog/2013/04/titanium-sdkstudio-3-1-0-beta-now-ava"
2,NPE while building ACS project,The below NPE is thrown when Studio tries to build Node.ACS project during its startup:    java.lang.NullPointerException    org.eclipse.core.runtime.Path.append(Path.java:261)    com.appcelerator.titanium.acs.internal.core.ACSCompileParticipant.determine
2,Add CLI command support for building a BlackBerry project,"This one is only for V2 (Node.js). The Python implementation in V1 does not support a building command.    We should try call ""build"" again when we've cleaned all our projects and build automatically is checked.  The platform does not support incremental "
2,Add CLI command support for packaging BlackBerry applications,"Russ provided the command in TISTUD-4134:    ti build --platform blackberry -T distribute --keystore-password ""pookiepie"" --output-dir /Users/rmcmahon/Desktop/test  "
2,Add CLI command support to run a BlackBerry project,This applies to run-on-simulator and run-on-device. Russ provided the following commands:    ti build --platform blackberry -T simulator -A 192.168.137.159  ti build --platform blackberry -T device -A 192.168.0.157  
2,Android Device Debugger Wizard: update UI to 'App Should Automatically Start',"h5. Problem description  When launching the Debugger on device, the message given to the user is to eventually manually run the App in order to start debugging (see attached screenshots).    Current behavior is that the App should automatically starts onc"
2,Refactor the Titanium project wizard to have Android plugin contribute its entry,"Currently the Titanium project wizard defines all the checkboxes for deployment targets. We should have the Android plugin contribute the following attributes through the extension point from TISTUD-3066:    1. A display name (""Android"");  2. A string for"
2,Refactor the Deployment Targets section of tiapp.xml to have Android plugin contribute its entry,"We should be able to re-use the attributes defined from TISTUD-3053 for the ""Deployment Targets"" section of tiapp.xml, as the idea here is to also have Android plugin contribute the name, platform type, and if it's supported on the current system.  "
2,Move Run > Android Emulator action to Android plugin(s),This involves moving the launch shortcut and related classes for contributing the Run > Android Emulator action to Android's own plugins.  
2,Have Android plugin contribute to the preferences page,We should have a subnode for each platform under Preferences > Studio > Platforms and move the respective section from Platforms preference page there. The android.ui plugin will contribute the Android preference page and handle its preference settings.  
2,Refactor the modules table section of tiapp.xml to have Android plugin contribute its column,"The plugin will need to contribute the icon. We also need a mechanism to parse out the module version for Android to be shown in the table. Is the platform type enough, and the tiapp model could parse the directory structure from there?  "
2,Move Publish > Distribute Android App Store action to Android plugin,This involves moving the command/handler/menu/launch-config definitions and related classes for contributing the Publish > Distribute Android App Store action to Android's own plugins.  
2,Move all references of Android from the mobile and core plugins to Android plugins,"Once all the subtasks of refactoring the mobileweb code into its own plugin is completed, all the references of Android from the mobile and mobile.ui plugins has to be either removed or moved to Android's ui/core plugins. All the constants, resources and "
2,Refactor the mobile module project wizard to have Android plugin contribute its entry,Refactor the Titanium module project wizard to have Android plugin contribute its entry.
2,Refactor the mobile project wizard to have BlackBerry plugin contribute its entry,"Currently the mobile project wizard defines all the checkboxes for deployment targets. We should have the BlackBerry plugins contribute the following attributes through the extension point from TISTUD-3066:    1. A display name (""BlackBerry"");  2. A strin"
2,Refactor the Deployment Targets section of tiapp.xml to have BlackBerry plugin contribute its entry,"We should be able to re-use the attributes defined from TISTUD-3053 for the ""Deployment Targets"" section of tiapp.xml, as the idea here is to also have BlackBerry plugin contribute the name, platform type, and if it's supported on the current system.  "
