no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50,feature-51,feature-52,feature-53,feature-54,feature-55,feature-56,feature-57,feature-58,feature-59,feature-60,feature-61,feature-62,feature-63,feature-64,feature-65,feature-66,feature-67,feature-68,feature-69,feature-70,feature-71,feature-72,feature-73,feature-74,feature-75,feature-76,feature-77,feature-78,feature-79,feature-80,feature-81,feature-82,feature-83,feature-84,feature-85,feature-86,feature-87,feature-88,feature-89,feature-90,feature-91,feature-92,feature-93,feature-94,feature-95,feature-96,feature-97,feature-98,feature-99,feature-100
1,13,0.015530038638329597,0.15029763074896577,-0.0018922906395478125,0.1438125610514385,0.2164106340018659,0.104367792195959,0.20104017837455404,-0.09408948792781753,-0.04210263878344516,-0.06829046457133152,-0.11708642708190034,0.019427050442113517,0.024865575465862173,-0.04092989150540306,-0.03665482313668563,0.017936107773923668,-0.0316613138380125,0.0018587052350794633,0.020904242318438133,-0.013465901174142958,-0.01687083846443275,-0.0069880193521044826,-0.05052219573722671,-0.018419765228267864,-0.03487675647355941,0.019554132537131987,-0.004738633641475047,-0.05101416191150016,0.0053586638280656,0.03791072749145159,-0.011992831119552079,-0.03075228099012351,-0.03416744583640723,-0.041558891846603475,-0.021241145853527474,-0.04035976918847924,0.023664692237744613,0.02578228769936808,0.014425634599324274,-0.03845633685687895,0.03138102132762266,0.012664488894040322,-0.019536172612540006,0.00307238716908953,-0.025317604792787277,0.015114132464256956,0.027622983164897804,-0.006901428187728968,0.0038642563649962623,-0.06582288556460933,0.02930326292818626,-0.042841808978166536,-0.02901014848037967,-0.037059280101520736,0.005058530671206976,0.006044517956934536,-0.022883989956858905,-0.01269283661186038,0.03171058357308948,-0.023307005186669626,-0.01629204381201742,-0.06280232082641406,0.012421422278579584,-0.003339585714565541,0.027703470089904828,-0.01008096533808305,0.014807514650429638,-0.03727086788616877,-0.033401631858433714,0.003941799950536149,0.017524846266350824,0.03648369263714053,0.008996145286321472,-0.07132837424942799,-0.0170508223766188,0.01506388476732022,-0.007880924847946526,-0.050223785504022025,0.01841176579354142,-0.0030847284921441966,0.03716871233840086,0.06701769831907059,0.017228138840567998,-0.009839695643535226,-0.035807122630720736,0.03153981577740361,-0.033860094275281555,0.048385962471168026,0.055286295173042815,-0.023930682234311367,-0.037289060371453804,-0.012426887874072118,0.00024466401918071416,0.018590697327195756,-0.035014528509856174,-0.022866022903913437,-0.0427776649825604,0.01188665466582232,-0.037791307224523354,0.05069325262809501
2,3,-0.022038203236331187,-0.07832430679287203,0.042977719885942144,0.05824956329831855,-0.021513947463566163,-0.06823572840073668,-0.009334065291998343,-0.0669422991429727,-0.019758027602165978,0.028128766511811884,0.019890000929287596,0.03381096840621005,0.003658147804778256,0.022181325653296547,-0.02161707314161599,-0.09497264705462374,-0.026762374435701695,0.008896932228174349,0.0054569634889889635,0.013168391927285588,0.03612920960185971,-0.05271682147243409,0.02474214097862118,-0.0028817222361563416,-0.006790175532908986,-0.019555736023861726,0.0060004016131300734,-0.02582743709625562,0.06978313364188508,0.0029862578192605634,-0.01699448598869275,0.019283644038372842,-0.0044005315696896904,0.009159603672397279,-0.007388608866911518,-0.007598590538503395,-0.023182161673277732,-0.024826464596975177,0.01408577876009055,0.013731038364979596,-0.015908116063855792,-0.030139191926020523,-0.039615021021800416,-0.012587232253149106,0.012578202958275431,-0.07519975227649746,0.026262138213284172,0.025620911214589384,3.9163197620834425e-06,0.060318307729793,-0.016413947072034526,-0.005156827805245896,0.007269348087748644,-0.00919160694542895,-0.043606143420276716,0.04984486301982049,0.004934285845874866,0.028300820521924428,0.026050195001314662,0.0213499006365882,-0.012209186935374901,-0.02761958205020174,0.01990314917453691,-0.04778207909006857,0.05180581892389763,0.03295927528870663,0.015657020119873133,-0.028860122528496665,-0.025585499230481392,-0.03989105993430282,-0.08010217430838866,-0.0280420629025023,-0.027310643413676252,0.024353249660997257,0.0001233839475822421,0.12505003259967457,-0.03983636079793547,0.026460146092626546,-0.05032744146812347,0.01053268758805317,0.012212827340324472,-0.028449431447680536,-0.04136816272048853,-0.04294111811590663,0.015229986396662997,0.021796264810828615,-0.001313501223025681,-0.0856484804623872,0.014447600314118543,0.032768322992155235,-0.007424507665700931,-0.02057171654457139,-0.05801272607262974,0.02030588553433549,-0.00041405130801461937,0.02173518078995229,-0.03421767017150015,0.0031255162725757103,0.06516172059086034,-0.0025555735736504446
3,5,0.055845377960102305,0.005828302547758273,-0.008228654673422946,-0.004024354567854809,0.024188652184194175,0.008138803272183347,-0.05374742303901207,0.001229417601880649,-0.011667098572007095,0.03170483839587315,0.008239226824129465,0.005273335956098035,-0.005628213503292235,-0.0228504662261205,0.016075059607920585,-0.027848900039469777,-0.021713735574993523,0.023996821697389977,0.004184060455549587,-0.007824116187025776,0.012800997365372239,-0.02032081309646113,0.03463975063516434,0.007675589404836533,0.0378299164366841,-0.047409968660918185,-0.021143170389520627,0.031490691499538453,0.0100151112824731,0.0178210603962019,-0.02269997111213037,0.035088067652203736,0.014448264132069288,-0.008365350422965621,-0.0027073232364179345,0.02305072006874279,-0.04634415263219219,-0.0038044297859154675,-0.030978534609553438,0.01871899017373724,-0.02862983421122141,0.026027678910251262,-0.04929952009312695,-0.026931088700941914,0.005749314835996201,0.02362164323104037,-0.0801650904116872,-0.003987438202840658,0.01149796269115718,-0.01980954796454966,-0.058013629013496146,0.02082695933089732,0.018762628346873107,-0.026849343211250917,0.019294642790003754,0.02743103835488155,0.01728911100506032,0.039190835090450786,0.047799495184111494,-0.08185047743102425,-0.030445380649535673,-0.014548425776941898,-0.02315826124959659,0.054061283847739235,-0.035026227956135185,-0.0325888264940406,0.006900634255383811,-0.03390695691143119,0.004441252112330387,-0.01775635856171976,0.026023903035020324,0.05250707241856995,-0.04355489662149986,-0.09763185300067267,0.027960361921492424,0.027364394823793988,0.06401995013626585,-0.03466302711490473,0.04345996446881371,-0.0024096668135509913,-0.0019164424652036692,-0.07997371635187296,0.06772628334059275,0.02056769644742542,-0.07351585085093804,-0.007756377374613192,-0.011755992919638539,0.011820296649991235,0.041961170535960615,-0.07710595863232947,-0.0023339218291294267,-0.0206719514382089,-0.05136410633240874,-0.03272753459587864,0.005593435504623979,0.048006290127473164,0.04883035335663139,0.01427502922692834,-0.03563999694706003,0.03716897041863514
4,8,-0.025848722569901828,-0.04585740715320747,-0.008898517195285659,-0.05155055488159869,0.005311345231793558,-0.017782136615468114,0.0545584776964143,-0.06906277915418231,0.021142265596985853,-0.012036448113797565,0.02619594837219106,-0.02422948863344449,-0.038603328964230334,-0.0915482562556574,-0.012242634328406072,-0.05884537158640608,0.006106340366488728,0.010166738759216535,0.011463654079236578,-0.018536311407866466,0.008673923540915677,-0.0027215575025451694,-0.056947132706748324,-0.049369623056721657,-0.05983387622879623,-0.10036738282506226,-0.08402332123237885,-0.05491280364756703,0.051436150116542186,-0.0023009588612535386,0.03723993767231465,-0.03371957277222971,-0.06142259014180204,-0.02065474549571291,-0.03612268850982714,0.006407624889892341,-0.019678486886708882,0.016350562565880366,0.028945794438419548,0.011058664499131933,-0.0467960098834085,0.010906195787183352,-0.008579067579481656,0.03538082783475477,0.052800548187648864,0.012971218052535545,-0.033797567525757896,0.0052853415616359095,-0.01711155940079472,-0.04381361885234898,0.0838380912243044,-0.07647186397161627,0.01249060685080797,0.025165822982189646,-0.06508477956956753,-0.037587690303838406,0.0057034998919889964,-0.020710249013703975,0.030051288668982882,0.05987175028257644,0.01384327258086058,0.05298344635420521,0.006501988110514282,-0.0035177036869694527,0.0356431610873097,0.010241514871785401,0.00012851498103506957,-0.04541071012800487,0.0069663165119393505,0.03125194422087958,0.013008131233087356,-0.04846633325525558,0.0296652150239784,0.09424450961411403,-0.0044911542506068745,0.0529899760348038,0.05078316531088057,-0.027976471575621237,-0.017769936898838774,0.012377161534383396,0.050047513026060066,0.0024529442710722682,0.03288752927443568,0.02846114788521597,-0.01483714586756007,0.010130946063913099,-0.0182426125493509,0.0046695369116720445,0.03875681268796841,0.02067192777922917,-0.026231690016631677,0.05303115259260154,-0.0722472708420642,-0.0432289505953929,-0.02149446932983175,-0.009594928826516096,-0.027638939817283926,0.019457683891230156,-0.058167718280438395,0.014178168511416919
5,8,-0.048350651539270734,-0.23131798478973428,-0.005987952751487402,-0.13362966449971186,-0.02378399600020948,0.019151300829029865,0.1939794144827184,-0.009080101305963529,-0.005112762416771963,0.0006818769770979565,0.03449719673433036,-0.030845750053090294,-0.0035591445164022376,-0.05213364247945693,-0.0398876148881178,0.10011236418250004,0.018707176024262258,0.039054721502335896,0.013723014396519528,0.006369215495042854,0.0117539271786093,0.06772609565076511,0.08770055662745663,0.022187802427707928,0.19618198348200744,0.10203728120607482,0.017310199235579672,0.020947027267489503,0.04167113144854413,-0.014201651117054107,0.009663520719211255,0.020609078726347946,-0.037779104974935016,0.10577117463220474,-0.021534157457609896,0.07445781397109386,0.05264099084347046,0.02606828034033871,0.03208788113311981,0.044712908585621255,0.01732841256117916,0.023269638711380276,0.047343388763678024,0.02935904868447195,-0.06543250715909324,-0.11708454890174384,-0.02703437974564691,0.04619777931367495,-0.030674553480078744,-0.004466504686357062,-0.052518836063853214,-0.03550263989153176,-0.008246321989397893,-0.05182557570345059,-0.0415109063612517,0.0056826663457217015,0.021397771698982344,-0.01229553505758031,-0.013748554545033658,-0.050499927316685574,0.021188024169354395,-0.029107510586667353,0.08023196932735809,0.009935627856131439,-0.047125160571926825,-0.05526145049249963,0.04077591581847624,0.018807893740354204,0.0253242401423414,-0.04290084330067432,-0.06366662424847877,-0.05438404758727084,-0.016914725055439506,0.030911407377654056,0.03457609796467407,-0.03466293920617762,-0.026306484945069025,0.030870285488619843,-0.0020361362725658614,-0.009814501070055952,0.04088838019411343,0.0017015358871374734,-0.0026740721284635427,-0.01373446797889957,-0.017510054935620425,-0.014734973839225085,-0.0340520131681476,-0.003641348182513717,0.037279670103769216,0.0071176885568715684,0.04945826002297834,0.03501758645108885,-0.029641267309438602,0.03215379390795459,-0.0053149086428055155,-0.008450555499469936,0.017649996560270956,-0.031428512567709836,0.03698395525555494,0.010985176323509387
6,5,-0.015861878574325534,-0.014927327591983161,-0.009283610046139324,-0.023349258339200877,-0.004380508725475664,0.011497043589732532,-0.014535616451546038,-0.010138712325320324,0.009448696487822764,-0.008673579409503113,0.029498257088666574,-0.004375759422020249,-0.01004654590085686,-0.02469264449335647,-0.032481391254592464,-0.006875169360854121,0.0032480612570220625,-0.017055894987412865,0.006767129557260855,-0.0368219198616125,-0.02233763377369704,-0.00914208584090323,-0.006300818754880134,0.002588952664558942,0.009751223408984974,-0.005700501080837602,-0.003467799163964865,-0.008360923944597361,0.0008551571440684205,-0.009025956798655152,0.0006626685331839448,0.004788951215446288,0.002627402747138026,-0.025698109446117612,0.00751612327710808,-0.02502516887614108,0.0031308485153198023,0.035438584104946914,0.05106970748943447,0.021141671447375516,-0.0340670258468795,-0.04815471982721118,0.07024123821247741,0.04882105646329686,0.019215242978941175,-0.04488969492674116,-0.07646123481147533,-0.08916753161257336,-0.05783519526518065,0.07760598687495522,0.035658890579652346,0.05620284635458601,-0.04477833500726144,-0.005504863506233623,-0.07584344022356279,0.05835004123405113,-0.04434640987639522,0.06414521357461259,0.0736894136475975,-0.03694537206563282,0.06358817283759799,0.09344858345429377,-0.018266988621753143,0.031601291330773024,0.01730841691352106,0.02524294061009491,0.021572262274655602,0.026593217091370167,0.01271845610040548,-0.05080023378003777,0.053703384250975386,0.03350957819799155,-0.002180618463379875,0.033693215047053894,-0.054263924004298296,-0.10788218479635986,-0.07951484151416725,-0.04765046599376396,-0.08911316479068682,0.04780928212929547,0.11493260689070221,-0.01860964226685648,-0.03355619915247718,0.0033285440502341507,0.001422861392429647,-0.05195842913940648,0.0003922391591071384,-0.04565353323689378,0.08017166014899539,0.01825645899604459,-0.034227153460883696,-0.007447363142717091,-0.07382807149143085,0.05005498194872108,0.013687048403163158,-0.030785374386969308,-0.01106038341965176,0.010483922275213914,-0.004079838721954278,0.043443964522746896
7,5,-0.013285073612766755,-0.05344308422634903,-0.006567864768540936,-0.05704485526669828,0.013447662817987807,0.02292937606773685,0.008866695193659478,-0.012093873064379174,0.007844683557819115,-0.023513315227337853,-0.00011656543883887849,0.006364667614718264,-0.021898307673101053,0.00875936403447051,-0.0069433436109311705,0.027472916512497548,0.011305296408913219,-0.03868004923947813,-0.014207544805323685,-0.020316672900078818,-0.023778417168039474,-0.03681506863774114,-0.024820185383822933,0.08359596806068748,-0.0169954271677373,-0.006183305815354235,0.05057503827753413,0.036492688627966716,-0.030030840788798516,0.013011173296611568,-0.015218158339414018,0.035491763472961284,-0.0031856277771208025,-0.05683548012848458,0.036189834984425885,0.023035861395343357,0.013610673250063297,0.01043232218004911,0.006883724485667968,0.003570548770482657,0.013340486218734248,-0.02597970411847761,0.06371400028308581,0.04477660021127434,0.022195407344320354,-0.06649686714205641,-0.08169104064488326,-0.07494790512246091,-0.04453109337604338,0.05324417114129015,-0.009307912812074532,0.07754010272522648,-0.03778412578264066,-0.025617724198868402,-0.041809485017731615,0.08534801884260554,-0.013476756709275187,0.11381141583018292,0.048400090113938976,-0.007423096981811059,0.04249938296192774,0.09535687579016867,0.07588664909782211,-0.011201608085018326,0.05102721704843703,0.03716503725391404,0.04196984259735577,0.01885520309029748,-0.01395449101363291,-0.0211022812048914,0.0545021480899307,0.026056181451690506,-0.06412307399314542,0.11526104160695608,-0.018493145391550912,-0.11368433490822186,-0.04999702045979436,-0.036389970997493824,-0.05642653953736752,0.034434428262431295,0.1348453444996923,-0.020027588926886726,-0.011390310673449056,-0.014883926022463145,-0.015864827689542255,-0.03693134487383387,0.025775649304343905,-0.030355170923194334,0.03251632980812983,0.019337407246864485,-0.012584814833638047,-0.015182607161035642,-0.0317154406874785,0.028049080859391274,0.019195445216870513,-0.011902171803312515,0.023431390316872778,-0.0356656419308916,-0.03362117071441392,-0.02723393432034276
8,8,-0.028249979753461597,-0.13167030914543595,-0.00022061736809617455,-0.05963886640529468,-0.002213584083550651,0.01222947871218099,0.0519470062151379,-0.01696592490005847,0.02415779473089724,-0.013106359266104586,0.015854968495837122,0.012359843201521111,-0.008666837546568669,-0.05627941519413681,-0.044201079936368445,0.04366987479938609,0.020703097382284506,-0.03517468101856176,-0.011417096090593751,0.04388511352544904,-0.021996586825963227,0.053276934371760086,-0.039898007296573494,-0.05270989257966981,-0.05711478599231786,-0.02847286116683581,-0.012164331400035235,0.022775987358802083,0.02111823799339603,0.009266840785794499,0.006878847781381336,0.05563384419818348,0.01659125661930125,0.044318140428377284,0.0082259832138365,0.008551105498531998,-0.06166657728817925,0.0491627772700418,-0.06794221345831272,-0.017613706261269884,0.04874726391772061,-0.033776911754088486,0.04801607434899218,0.009247069345974267,0.012578041815509316,-0.021407945664611877,0.018548521016656185,0.034753782770079435,0.007423270112301003,-0.02962116824604861,-0.061924319795165474,-0.040940652305404335,-0.03344546943196141,0.008874169653384103,0.023691201842712478,-0.004310781726453289,0.023121277209705804,-0.005028439216571275,-0.0431697625603375,0.025806896152960463,0.029208336118085234,0.005508596866999929,-0.00551636336428401,0.007962495893194308,-0.07569252038688115,-0.006036546662589911,0.02342237669722993,-0.025298901098177392,-0.03000426420306754,0.027165825562195045,-0.019855539546264657,-0.02207925046387989,0.045888555621155784,-0.05615976949865731,-0.007083840742305429,0.0007083717745301155,-0.012419855727443896,0.017175473114729632,-0.06028904337900884,0.040859083262710864,-0.02113114960067884,-0.01958197011225478,0.0065183623650758825,0.04930194507837156,0.011002742083956624,-0.018504886716035864,-0.0472960943686197,-0.012320354052530352,0.04502443950828341,0.023477096117919705,-0.02874734706804188,0.013583291213382408,-0.022148695671728173,0.044537196088895996,0.03242970234517358,-0.02644297771024063,0.06301632103514317,0.006980714386232064,0.02063088648554438,0.005706960135128855
9,34,-0.03176513591123473,-0.05258729419271631,-0.0083598822600809,-0.0384117255781856,-0.019031023920165226,0.033093488752514146,0.01270867499616873,0.005015840795726176,0.014274148109416513,0.010322284255824609,0.011412791235441344,0.013047164060815719,-0.03693858047825646,0.036653120012869016,-0.0011583223738097146,0.008115722594714292,-0.023050712039224062,0.05182226240616436,0.0002647076544977946,0.028045939777217456,-0.025917932057083582,-0.026993156656061678,0.005963432042238241,0.008378705579796364,0.004259941023200867,0.05244084622473309,0.008736160645389972,-0.09263536114808203,0.07568726892714557,0.010563428155042218,-0.030024213883741595,-0.03674400145536751,0.026377014848397624,0.08503917643209735,0.05979187478700738,0.03644777477416134,-0.020046683509807477,0.034196647180835746,0.0685455121262069,0.020110055129075478,0.04437300064251992,-0.007656238165076305,-0.054788876667857665,-0.017155996883201012,0.01368625050571562,0.028974453655468805,0.09170170527821721,0.017415071344033865,-0.018641404970468047,-0.026205991726694067,0.05058162264284678,0.015550710271087849,0.002248185405971912,-0.027381970957823472,0.004021238554103357,0.04265046099873511,0.010895405633166438,0.04694929968714853,0.05048426042787349,-0.0531693175194807,-0.005290690078282674,-0.03303639340347693,0.03926578068666106,0.0006555887903323257,0.005083875436246928,0.024554077603266493,-0.006819413509016935,-0.021115238638478927,0.057005155785771686,0.0364899994713978,-0.006172426225259027,0.08239930992782353,-0.04365068240152451,0.04613140351941113,0.11734484449477355,-0.05783927578820657,0.0005693398553778361,-0.0049624402326000705,-0.03137342022195885,0.07170744899824585,-0.03321048722271226,0.11016399824307423,-0.04587219622253942,0.07010372882826374,0.07508321541153744,-0.014802147723705594,-0.06148361421216183,0.028239894339521045,0.03855532553463387,0.05853537697004099,0.038828277536175605,0.034187813532469025,-0.0019034958028565096,-0.08495253239937224,-0.007237877010658243,0.005141057783876435,0.011300395363651652,0.06387393497174046,0.06721672675949951,0.035536051093713834
10,5,0.00639459676634985,-0.005939060166034589,-0.01287628647061322,-0.06596151235772678,0.1304906798385643,0.0001550198824538551,0.08331954149484147,0.014022068463064636,0.03559591271492862,-0.0865706874656278,0.019876407412500127,-0.031136990144739352,-0.04942697593308406,-0.12152448576024102,0.09688032022792689,-0.1358237163087291,0.0001948985890309345,0.09890144851358845,-0.06384325361638397,0.07585372719731873,0.08401296680139575,0.05183217681755513,-0.08536494445201077,0.056978750476420044,-0.1375246121430666,-0.06415789352139874,-0.14500634596878018,-0.003960354968298743,-0.03640431582253658,0.07147395628512933,0.09606132452539937,-0.0694538759710513,-0.15311735058797613,0.05153656218126848,-0.0036246816077440537,0.06573766707168831,0.05920744402587249,-0.0624468466875504,-0.040658722197299976,0.02494525933716493,-0.014019695130790325,0.13509264296006554,0.02892361311361978,0.056416471671142984,-0.029821780923337347,0.011471520848701327,0.017207040767369324,-0.08090417333292214,0.026153869321363724,-0.0033255495157715463,0.015076414774745951,0.04065087302976278,-0.03758453604069098,-0.07267168845995277,0.027830560063156144,-0.011944452940971139,-0.047793977596572855,0.013491802325737894,0.030984118915452063,-0.05291611500140858,-0.009516833841267504,0.06396355503943081,0.08071770843522597,-0.006521677522430435,-0.04517492804062387,0.00961058503348036,-0.012524106822840933,-0.042814148238302006,-0.030611520232118286,0.034227681224420256,-0.01146784276324474,-0.03591714831464667,-0.0006660472320782003,-0.038207446958107454,-0.023726551800676017,-0.03858674228958939,0.06259748391934303,0.031737825560608085,0.021765294991729287,-0.024945087701772117,-0.023540492532530308,-0.0025039957595034607,0.04931136305243354,0.01710917674928966,-0.0015857254158180211,-0.014567524452116388,-0.006654039703143664,0.006310621825636215,0.01558260256730221,0.0021716219062582727,-0.004636567174692596,0.019016803221050742,0.004309437323428834,0.012968931468063404,0.019124994905966988,-0.026846035049370266,0.004350126510894705,-0.012336640232824388,-0.016220834388889105,0.013541617143348566
