no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50
1,5,0.3318063735294118,0.14303675490196077,0.19797797058823516,0.07830243137254904,0.2653063480392157,0.0357008705882353,-0.283947431372549,-0.24852993921568628,-0.09619934990196082,-0.0732989256862745,0.011867196078431381,0.1996699411764706,-0.14752349803921574,-0.166909612745098,0.36178052450980397,0.2064164607843137,-0.16054315686274515,-0.08714424117647057,-0.07385289215686275,-0.4111546686274507,0.05761749019607842,-0.01512643137254901,0.24804439313725482,0.18610295098039217,0.15594503039215685,-1.2022082549019606,-0.26415549999999977,0.007764431372549023,0.32772150956862744,-0.4030272607843135,2.8259642450980387,0.04107925882352941,-0.43347433333333346,-0.2547118701960785,-0.002855673627450988,0.05052253627450985,0.17341712058823527,0.015597009803921579,-0.02007188627450978,-0.11090467647058827,0.2897041250686274,0.021624007843137248,-0.009371834313725493,0.20547614705882367,-0.15059830392156862,0.07677343137254905,0.0906006637254902,-0.054130526470588254,0.07239157843137259,-0.011045064705882365
2,8,0.053172585403726685,0.41252775962732924,0.3322252231987577,0.1473486603416148,0.25569222295031085,0.07264150894409926,0.08273629658385086,-0.3998602183229816,-0.33942336347826063,-0.14670735611801233,0.05860813633540375,0.24100228167701823,-0.11332707484472065,-0.237118879813665,0.34870269161490697,0.19925243512422347,-0.1148560953416149,0.03773197298136645,-0.3126202276397516,-0.30395333229813665,-0.21988611485714282,-0.21043020652173905,0.4713307608695649,0.2896661804347824,0.09638950621118028,-0.8546059409937893,-0.30260241645962754,-0.01332173881987574,0.34113941576397494,-0.1608140745341616,2.600547996894413,0.11710741614906824,-0.29008179813664603,0.033110752484472004,0.07895642024844719,-0.09545421770186328,0.2518318354037263,-0.16226049596273256,0.288213776086957,-0.0670698913043479,0.2669656133385099,0.0002718267080745209,0.0026733260869564747,0.22740130059006178,-0.19561032795031028,0.14638025683229794,0.25440833024844667,-0.12583075217391299,0.2699062478260871,0.24083791614906827
3,8,0.19646080967741938,0.09912635483870967,-0.030588419354838713,0.010613709677419364,0.3951421612903226,0.07096758064516129,-0.3428643225806452,-0.3624090580645161,0.12638980161290322,0.05514048387096771,0.12798693548387097,0.06257229032258065,-0.14090422580645162,0.1261125483870968,0.08183346774193548,0.18391809677419352,0.06874703548387097,-0.20788190322580646,-0.3007703548387097,-0.45715835483870965,0.05065829032258066,0.028780483870967738,0.032894890322580694,0.15308709677419355,0.1103400322580645,-1.210481451612903,-0.19891810322580647,0.1828564838709677,0.2466708967741936,-0.4200229032258063,3.0180951612903213,0.008573303225806461,-0.20877387096774194,-0.5677777419354839,-0.022442979032258066,0.2253608225806452,0.15403974193548384,-0.01728290322580646,-0.115825,-0.06907448387096773,0.15783820383870967,0.17901329032258062,-0.15938645161290316,0.22396225806451614,-0.32528000000000007,0.11221448387096775,0.21846682258064512,-0.16863224193548385,0.054057612903225805,-0.22210629677419355
4,13,0.09235333538461538,0.31856049999999997,0.20444890999999996,0.0828407423076923,0.368023846923077,0.16814108761538457,-0.012788162307692336,-0.43585750461538475,-0.20218433961538462,-0.05356684076923079,0.029288157692307675,0.257399606923077,-0.1744552084615385,-0.13406220384615375,0.3830530015384616,0.09378190076923076,-0.10405087692307692,0.04797330615384622,-0.25519984307692306,-0.2224014415384616,-0.08042029999999994,-0.1267884583076923,0.3838008515384616,0.2355007092307692,0.026657969230769234,-1.048648507692308,-0.3398416615384615,-0.15259836153846157,0.3110657061538462,-0.25891180769230776,2.825803846153846,0.044762907692307674,-0.35391430000000007,-0.0643710046153846,0.061630427769230764,-0.1503959546153846,0.20751822846153845,-0.15684059384615384,0.2739474615384618,-0.12450950230769228,0.1555495115384616,-0.12862607153846153,0.09658231307692308,0.23816558192307713,-0.24861273846153847,0.25745171692307695,0.18419755769230786,0.03115267692307692,0.13054247461538454,0.30617103076923086
5,8,-0.0037397429999999673,0.2727396229999999,0.11885375699999999,0.07851289,0.43955979879999996,0.09723179915000003,-0.09438526000000012,-0.5552228780000001,-0.15900507470000003,-0.08144964400000004,0.0031259789999999927,0.19904335499999995,-0.340196693,0.006677289999999967,0.34782979199999997,0.08277621140000001,-0.04180480900000001,-0.004424589000000011,-0.148882365,-0.27332496000000006,-0.13894054999999994,0.04646674499999999,0.17164984,0.10247527999999999,0.06712307999999997,-1.2051376600000008,-0.4670807600000002,0.11493534150000001,0.25173718100000003,-0.24847729899999993,2.7727579999999996,-0.17144955800000006,-0.27433443000000013,-0.18806941400000007,-0.18128648110000017,0.0014348749999999843,0.06289486999999999,-0.16534889000000008,0.13033822700000003,-0.20356856999999998,0.2487414995700002,0.08705522900000001,-0.0038159299999999657,0.08190821320000002,-0.20620289999999997,0.06717831,0.21141949099999988,-0.05576601000000001,0.07155827999999999,0.145169952
6,13,0.07818353208955225,0.3424989701492536,0.07395863283582087,0.0659595395522388,0.3984877858208955,0.1083489408955224,-0.014754536567164233,-0.40263250895522373,-0.3207319156716416,-0.038223718059701525,0.03457251492537313,0.30363597761194033,-0.3051323835820898,-0.2011828470149255,0.3875828340298509,0.09117911940298515,0.038510267164179116,0.04966068656716419,-0.2897596343283581,-0.22884692537313436,-0.2669882395522389,-0.04354346343283575,0.473622977611941,0.1595016156716418,0.12196492537313434,-1.1216393656716415,-0.34362546268656724,-0.004050047611940317,0.35195042537313437,-0.2812931208955225,2.913323432835821,-0.010968989552238784,-0.32779105373134315,-0.14308346716417908,0.010274381044776125,-0.11788690746268657,0.2554985059701494,-0.013472028358208958,0.17190109402985074,-0.052555231343283576,0.1981696223507463,-0.04582705970149252,0.04011116417910454,0.13511066223880594,-0.23144582089552243,0.22750732686567174,0.0932489477611941,-0.015265343283582089,0.07241913432835824,0.36328935447761207
7,8,0.33385040603448257,0.07599892499999997,0.18168929310344828,0.07990221293103449,0.2845083732758621,0.058520363620689665,-0.3283077844827588,-0.3655716939655168,0.011201010000000022,0.10835547827586216,0.16996813793103452,0.15608541379310345,-0.1440273646551725,-0.04442021120689656,0.3835497232758623,0.2330907068965518,-0.053589352586206944,0.014180925862068983,-0.1362438560344828,-0.42082191379310346,0.03659197758620692,-0.01435942844827587,0.19852858534482754,0.05790662068965518,0.13632863793103447,-1.1004850586206896,-0.34043131637931046,-0.04533151991379311,0.1649473362068965,-0.40517243103448297,2.9421472405172424,-0.00058663017241379,-0.3726436129310345,-0.2930068637931034,0.09228031724137929,0.06910843965517234,0.27575721120689656,0.09338817844827586,0.13050294482758623,-0.12179338793103452,0.06905169306034488,-0.015271443103448275,-0.08404250862068958,0.16142435224137933,-0.14324550000000014,0.1336661784482758,0.1332449241379311,-0.0663917377586207,-0.040061594827586214,0.04888114482758627
8,8,-0.07783174496644296,0.4700939060402684,0.3799294899328855,0.1381719724832216,0.25434914026845623,0.004292182483221476,0.33598307382550313,-0.4882670147651005,-0.47759516322147616,-0.1708105682550335,0.0660035436241611,0.30210764295302,-0.03987740268456378,-0.3461880805369131,0.23885980134228182,0.14153055704697992,-0.10551541476510075,0.05350311543624161,-0.4011982201342279,-0.21238573845637596,-0.323069326818792,-0.3777805227516777,0.6578534093959733,0.3507239510067115,0.10478307382550338,-0.6698939731543628,-0.32882689932885917,-0.03240571610738253,0.32353568456375825,-0.11975536241610744,2.32565100671141,0.1831492456375838,-0.19079640268456383,0.24060872281879195,0.1694486170469798,-0.19159797315436222,0.2771037785234897,-0.25343957583892596,0.2803611959731546,0.10629226174496637,0.3348180162348994,0.018641257046979862,0.03907498791946308,0.23074073040268467,-0.15565031342281874,0.07318513355704698,0.3373603060402684,-0.014470516778523507,0.4118931865771818,0.3381901809127514
9,40,0.2505644723076923,0.12756786,0.019591971538461532,-0.05092464615384616,0.3410916076153846,0.08722591223076924,-0.37747801769230754,-0.2831832630769231,-0.17498557415384625,-0.0007997286153845984,0.07335802846153842,0.13820856923076924,-0.31225228615384615,-0.16373461153846158,0.5115729230769236,0.2171125060769231,0.10188306923076926,0.11853558153846154,-0.3271836846153842,-0.30448912307692316,-0.020070921538461496,0.10873101000000002,0.21061469230769245,0.03687062846153846,0.2865817230769232,-1.5000627692307693,-0.27048451538461526,0.043122833846153896,0.1475089307692307,-0.36921360000000014,3.293255158461538,0.02566810923076923,-0.3429823307692306,-0.24737765076923085,0.007844619538461528,-0.01937510615384611,0.21003679692307684,0.10158060415384614,0.1822972884615385,-0.14076257692307695,-0.016947048023076915,0.07242424684615385,-0.087924,0.10888093830769235,-0.16443676181538455,0.11209055946153841,0.06083660153846153,-0.02731179676923079,-0.05429143846153846,0.07958896000000007
10,13,0.39372656103896114,0.3228053376623377,0.06052367402597402,0.15826225584415587,0.2248476922077922,0.17954864935064935,-0.3576529519480519,-0.442550825974026,-0.06347304311688308,-0.06750421688311688,0.09358035844155846,0.14426983116883124,-0.2048306987012987,-0.03222785714285713,0.28295339610389614,0.19874470779220796,-0.07134403896103896,0.045654610389610384,-0.2447475961038961,-0.30023931207792215,0.06464451558441556,-0.06184894805194806,0.08641301298701298,0.03681272727272727,0.07675951948051948,-1.2757796753246757,-0.35588350649350653,0.03240766233766231,0.12611737792207786,-0.18596387012987006,3.108257402597403,-0.10807540519480519,-0.2955542467532468,-0.46512437662337663,-0.014331852987012986,0.02240631168831171,0.11018882467532468,0.03667222207792209,0.03328068961038961,-0.15745312987012983,0.02225105448051951,-0.021905192207792197,-0.006603519480519495,0.08756607168831172,-0.1190541038961039,0.1145190974025974,0.04540398051948052,-0.11462946753246757,0.08085237142857142,0.00825609090909092
