no,story,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28,feature-29,feature-30,feature-31,feature-32,feature-33,feature-34,feature-35,feature-36,feature-37,feature-38,feature-39,feature-40,feature-41,feature-42,feature-43,feature-44,feature-45,feature-46,feature-47,feature-48,feature-49,feature-50
1,3,0.2905234302521008,0.1327682521008403,0.19119631596638642,0.07005103277310927,0.2788406184873947,0.06712110924369745,-0.46274948907563007,-0.3188884063025209,0.041814736050420194,-0.0482110756302521,0.11262929411764713,0.15494429411764707,-0.27225160924369757,-0.07162096302521008,0.27402673865546223,0.15978631932773119,-0.07640816806722686,0.0052553420168067145,-0.11519250420168069,-0.3804926050420169,0.09685901680672271,-0.024562926890756315,0.019353252100840324,0.06502837142857142,0.04933697226890755,-1.4220106890756294,-0.2566202184873949,0.0016887394957983204,0.1947911546218488,-0.36228569747899136,3.1455575630252093,-0.053095585630252094,-0.2568739579831933,-0.5066067075630252,0.022208705210084015,0.07195805966386559,0.10086320000000001,0.056850997478991604,0.08303271428571427,-0.13950751260504202,0.07628743997478996,-0.007970544537815141,-0.01216341176470588,0.21457509369747904,-0.22808513831092442,0.06705230336134455,0.06115618991596629,-0.013386621848739538,-0.029199806722689077,-0.018030031932773107
2,8,0.09546948260869566,0.2762361739130435,0.01154172608695653,-0.041414065217391285,0.3273380304347826,-0.02423967891304348,-0.11002041304347827,-0.3854789347826087,-0.2045543795652174,-0.13379617826086965,-0.08268249999999998,0.09057176086956516,-0.2521088913043478,0.10211506521739129,0.4141700000000002,0.24832858695652169,0.006199808695652169,-0.14693821739130428,-0.19982352173913043,-0.43047843478260855,0.07729019565217389,0.02827808695652175,0.35516434782608686,0.05541229347826088,0.11974083913043475,-1.1136434782608693,-0.5756631239130435,0.24371058695652179,0.29179914782608696,-0.2149045217391305,2.9439641304347823,-0.0021179999999999975,-0.14094332608695648,-0.2903308652173913,-0.14047740913043483,-0.019136386956521725,0.2239426304347826,-0.12773644782608695,0.14654861521739132,0.05392719565217392,-0.019184181782608705,0.09533611739130436,0.03164960869565217,0.19356149999999997,-0.013422010869565215,0.09462832608695652,0.09436853913043475,0.08219602173913043,0.08148863043478259,0.13468354347826086
3,5,0.3908063666666666,0.18480466666666662,0.18481366666666663,0.20309351388888894,0.3070587944444445,0.08843569444444442,-0.26108597222222224,-0.31546248888888884,-0.032654333333333334,0.013786876944444445,0.1038487111111111,0.1679054722222222,-0.18974727777777775,-0.1720709916666667,0.3551272777777778,0.1672204722222222,-0.08020563888888889,-0.0844260277777778,-0.1393568888888889,-0.3995574166666666,0.028295944444444443,-0.0019770000000000035,0.3770152416666667,0.20441851111111112,0.13655526388888886,-1.1704858277777777,-0.3900428611111111,0.0019533333333333286,0.24002733333333337,-0.42210047222222236,3.012003333333333,-0.03831943333333334,-0.16645030555555557,-0.5008324444444443,0.08380024611111109,0.07504819444444445,0.015656166666666655,0.08203688055555557,0.20702979444444444,-0.0301505,0.2271517505277778,-0.053818394444444445,0.13906658333333335,0.38982806972222217,-0.09930173611111111,0.09912011111111113,0.2139169722222222,0.1453974722222222,0.11782202777777778,-0.08751610277777777
4,3,0.34270468148148153,-0.0287781851851852,0.23422925185185187,-0.0650201851851852,0.30448540740740737,0.1719330588888889,-0.30514851851851854,-0.47044848148148144,-0.09780896296296293,-0.030503851851851855,0.05792500740740741,0.21688759259259258,-0.3007900777777778,0.02898499999999998,0.3428595925925925,0.2597812962962963,-0.013133518518518508,-0.232530037037037,0.04215103703703703,-0.7236702592592593,0.0010331111111111224,0.024415814814814807,0.5387222222222221,0.009816718518518529,0.14964155555555558,-1.0449099999999998,-0.4275918518518519,0.04241541851851852,0.2204225037037037,-0.33578962962962966,3.02640962962963,0.0596200851851852,-0.14452714814814818,-0.6276173185185185,0.1293976296296296,0.059203259259259254,0.06411974074074075,0.20214105185185188,-0.007968407407407422,-0.07629855555555556,-0.08038851851851854,-0.06314770370370369,0.2021052222222222,0.34168977222222224,0.08842262962962966,0.04408162962962963,0.17558629629629632,0.22581059259259262,0.03203966666666667,0.05712444444444441
5,8,0.2291960945454545,0.23595767272727264,-0.08959362181818178,0.0776721818181818,0.4533019545454545,0.16090508672727266,-0.1401148218181818,-0.2900632,-0.14998652072727275,-0.07238904,0.016539309272727273,0.08974065454545455,-0.3284048690909092,0.037346109090909116,0.4828608454545455,0.2445983454545455,0.06362678181818182,-0.10918951454545453,-0.21739994545454558,-0.40755178181818186,-0.1266506363636363,0.05534320727272727,0.17406818181818187,0.056363454545454564,0.13100641818181816,-1.4033607272727278,-0.4972355636363637,0.1518742727272727,0.20605400363636361,-0.20575904909090906,3.030706727272727,-0.06631582181818184,-0.4484689818181818,-0.29041754181818186,-0.07289268709090913,-0.14046960909090908,0.2745082363636364,0.06188609090909091,-0.0038905272727272743,-0.1616333090909091,0.006184066145454552,0.06306058181818182,0.008912290909090903,0.18157721818181824,-0.21908536363636363,0.1443884709090909,0.0024680636363636297,0.01765194545454545,0.09093641818181816,0.11330114545454546
6,3,0.3257132399999999,0.1785341857142857,0.14682479285714287,0.13492968571428576,0.24146969428571424,0.09991551685714284,-0.3610984428571429,-0.2808891857142858,-0.027722173571428557,0.002181353000000005,0.13702774285714284,0.20094544285714294,-0.40771100000000016,-0.07009398857142857,0.31443636428571436,0.16869344285714283,-0.07255911428571434,0.012736571428571425,-0.21900705714285718,-0.23537987142857136,-0.009926229999999998,0.14429235714285712,0.10435842857142859,0.14629245999999993,0.17953857142857135,-1.382502714285715,-0.4439771428571429,-0.007115885714285719,0.19101165714285703,-0.21436489999999997,2.816602828571429,-0.1427097867142857,-0.31683649999999997,-0.28377886,-0.02083808500000001,-0.06943449285714286,0.0033013428571428494,0.009837414285714288,0.1812767714285714,-0.1659270571428571,0.2277965910857143,0.010676662857142865,0.016480500000000006,0.1819074264285715,-0.12304394285714287,0.011709785714285728,0.1436567785714286,0.033188678571428584,0.11554175714285714,0.022318582857142846
7,20,0.3173460636363636,0.08919409090909092,0.2761501818181818,0.015003818181818179,0.08654681818181818,0.03326307227272727,-0.3432408181818182,-0.25423199999999996,0.11641425545454549,0.06819795454545456,-0.06273845454545454,0.31414081818181816,-0.48817145454545463,0.050351454545454574,0.5252986363636363,0.07670563636363634,0.04064945454545454,-0.03903066363636362,0.10233536363636361,-0.28919300000000003,0.039545000000000004,0.0558664090909091,0.14136881818181818,0.24888340909090917,0.1553107272727273,-1.2488518181818185,-0.49403854545454534,-0.10183271818181817,0.2612253409090909,-0.48462577272727275,2.5947847272727276,-0.06867069090909085,-0.3659568181818182,-0.28628175454545457,-0.12697597272727273,0.02865350000000001,0.20271904545454547,-0.15354927272727276,0.08521763636363636,-0.1978219545454545,0.18913901449999992,-0.14081549999999998,0.0738883181818182,0.2024175909090909,-0.043022545454545445,-0.0936122090909091,0.18378372727272724,0.2652291363636363,0.013926227272727272,0.2999201818181818
8,3,0.3157516,0.09107119999999998,-0.09553911,0.012068949999999998,0.4290712,0.11955579999999999,-0.369544405,-0.2888613,-0.02940409999999999,-0.0879709,0.1175974,0.15178649999999996,-0.26362025,-0.05799254999999999,0.48908830000000003,0.2713722,-0.03474379999999998,-0.09865376499999998,-0.12469004999999997,-0.4683719999999999,-0.010369155000000019,-0.03220854999999999,0.21200049999999998,0.1154769,0.16947854999999995,-1.5367955000000002,-0.5850385,0.07835465,0.1966196,-0.34958200000000006,3.2998805000000004,-0.026554275,-0.21957649999999998,-0.6037807,-0.0022916999999999937,-0.02307017999999999,0.12786005,0.2318001,-0.01755292000000002,-0.12405174999999997,-0.13337423404999998,0.06371728000000002,0.05683394999999999,0.21955186,-0.18744224999999998,0.13633440000000002,-0.04305985,-0.0434381,0.02615419999999999,0.06655385000000001
9,5,0.20416728301886783,0.16088856603773588,0.2422276867924528,0.004546188679245279,0.3218614394339622,0.07876175471698112,-0.24518390754716982,-0.21378084150943397,-0.028137794150943404,0.0017071341509434024,0.053653590566037725,0.15566547169811318,-0.30290046792452835,-0.11164059056603777,0.35928425471698117,0.14860235849056608,-0.10295496226415096,-0.1618696981132075,-0.17235392264150948,-0.33469903773584914,-0.09177246226415091,0.07019974339622645,0.21078928301886787,0.03021996981132076,0.19985492452830184,-1.452773867924528,-0.2800768490566038,0.03829348301886792,0.3498109811320754,-0.21302896226415086,3.094742641509434,0.03790525471698113,-0.33800875471698116,-0.41833083018867906,-0.031267466226415096,-0.07345815660377354,0.21400541509433962,-0.06376686792452832,0.06396770150943397,-0.19037775471698112,0.1569056392075472,0.060982471698113196,-0.01923167924528303,0.15790895679245281,-0.24043435849056605,0.020095862264150936,0.0935492018867924,0.22139398113207545,0.1287461320754717,0.2158749377358491
10,40,0.3466814918367347,0.09392851020408167,0.014158775510204075,0.17278736734693878,0.11265402040816329,0.08295536734693876,-0.3487604489795918,-0.4034985673469388,-0.026052442653061225,-0.07984677551020405,0.11857346938775515,0.26789261632653055,-0.1537742244897959,-0.2167637959183673,0.22388852040816318,0.17927783673469394,-0.008782632653061223,-0.010978224489795923,-0.13954104081632654,-0.4127900387755102,0.1240449183673469,-0.13121010204081632,0.20051995918367352,0.06848934693877551,-0.03326971428571428,-1.077213469387755,-0.12988871632653062,-0.07849913877551021,-0.000619326530612252,-0.24376044897959176,2.8548304693877546,-0.10510054285714289,-0.23024202040816327,-0.2748762244897958,0.2110064691836734,0.06280142244897961,-0.017219653061224485,0.10462769387755101,0.000629734693877547,-0.1168917755102041,0.0851113330408163,-0.04247055306122449,0.13321157142857146,0.22180481979591843,-0.09128362244897961,0.10636104081632654,0.06980495306122449,-0.08029238775510206,0.04247853061224489,-0.2238147857142856
